GEOID20,county,mep_published,mep_harm_lo,mep_harm_hi,rank_published,rank_harm
121030250112,Pinellas,8815.9188,7698.1061,7694.6515,786,754
121030250113,Pinellas,7849.9027,7015.0003,7013.1384,1000,957
121030250121,Pinellas,8134.2326,7252.4457,7249.9421,943,878
121030250122,Pinellas,3219.5123,2793.5376,2792.5255,1705,1722
121030250123,Pinellas,8100.6576,7307.6892,7305.6857,955,859
121030250124,Pinellas,8265.3227,7417.8446,7415.7198,911,833
121030250131,Pinellas,8105.7984,7163.1454,7160.1464,953,910
121030250132,Pinellas,8501.1212,7469.9279,7466.6554,867,813
121030250133,Pinellas,7637.6154,6676.6865,6673.6354,1037,1047
121030250141,Pinellas,8940.4752,7598.5581,7593.5779,761,783
121030250142,Pinellas,6947.5188,6104.6643,6102.3279,1167,1158
121030250151,Pinellas,7433.1992,6821.5685,6820.4565,1081,1012
121030250152,Pinellas,6996.9294,6277.2443,6275.5404,1159,1127
121030250161,Pinellas,7549.4489,6583.2064,6580.0848,1058,1067
121030250171,Pinellas,8302.4348,6863.0892,6857.6253,906,996
121030250172,Pinellas,7605.7819,6304.5680,6299.6690,1045,1118
121030250173,Pinellas,7567.7504,6285.9469,6281.1528,1054,1122
121030250181,Pinellas,9002.7322,7533.8752,7528.5138,745,796
121030250182,Pinellas,9033.7536,7403.3548,7397.0521,738,837
121030250191,Pinellas,7895.3019,6301.7281,6295.4224,990,1119
121030250192,Pinellas,8217.2958,6540.0521,6533.2793,925,1076
121030250201,Pinellas,9619.9789,8571.0829,8568.0348,575,560
121030250202,Pinellas,9869.0550,8933.6833,8931.3721,517,478
121030250211,Pinellas,8992.5900,7602.5347,7597.0951,748,782
121030250212,Pinellas,9300.4099,8000.7772,7996.4195,651,680
121030251061,Pinellas,6410.9054,5301.2534,5297.5241,1237,1319
121030251062,Pinellas,6860.3340,5617.8022,5613.1830,1175,1266
121030251071,Pinellas,7198.5126,6048.1727,6043.7675,1127,1171
121030251072,Pinellas,7073.0193,5950.5790,5946.1227,1149,1193
121030251073,Pinellas,6024.0597,5106.2943,5102.9078,1300,1356
121030251081,Pinellas,5642.8680,4941.5179,4939.4085,1358,1386
121030251082,Pinellas,5949.5839,5192.7181,5190.2695,1314,1341
121030251091,Pinellas,7287.1831,6170.4309,6166.4154,1113,1147
121030251092,Pinellas,7423.6987,6342.4087,6338.3290,1084,1109
121030251093,Pinellas,6061.9716,5383.5194,5381.6208,1294,1301
121030251101,Pinellas,4795.9121,4550.0509,4549.9906,1483,1450
121030251102,Pinellas,6308.3344,5533.2389,5530.5272,1253,1278
121030251103,Pinellas,5520.7468,4891.1554,4889.4494,1377,1396
121030251104,Pinellas,5626.6661,5006.2251,5004.5956,1361,1377
121030251111,Pinellas,7632.8126,6505.1774,6501.4156,1039,1086
121030251112,Pinellas,7582.0115,6658.4642,6655.6565,1051,1050
121030251113,Pinellas,7242.7751,6795.4472,6795.3385,1123,1018
121030251114,Pinellas,7430.0101,6333.0385,6329.5935,1082,1110
121030251121,Pinellas,8029.1885,7082.5936,7079.7450,963,937
121030251122,Pinellas,8139.3480,7179.4224,7176.6332,942,904
121030251131,Pinellas,6671.0794,5859.0890,5857.0558,1205,1219
121030251132,Pinellas,7245.3691,6220.0698,6217.1545,1121,1138
121030251133,Pinellas,6378.4446,5976.6877,5976.6776,1246,1187
121030251141,Pinellas,7424.3080,6639.2404,6637.6232,1083,1054
121030251142,Pinellas,7902.6669,6884.9759,6881.9542,989,992
121030251151,Pinellas,7420.7262,6509.8798,6507.1002,1087,1082
121030251152,Pinellas,7937.7284,6964.4156,6961.4528,983,970
121030251161,Pinellas,6965.5683,6506.7304,6506.7259,1161,1083
121030251162,Pinellas,7967.7672,6985.1479,6982.1689,978,963
121030251191,Pinellas,6214.8725,5380.1813,5377.5310,1262,1303
121030251192,Pinellas,5738.8488,5427.9315,5427.8611,1338,1293
121030251193,Pinellas,5772.0883,5469.8973,5469.8374,1331,1286
121030251201,Pinellas,5953.1862,5581.1390,5581.1236,1313,1270
121030251202,Pinellas,5567.1508,5160.1999,5159.4607,1368,1348
121030251203,Pinellas,6199.4631,5325.9754,5322.9959,1265,1313
121030251211,Pinellas,5398.5353,5030.0553,5029.4147,1397,1372
121030251212,Pinellas,5821.3656,5397.0889,5396.5158,1327,1299
121030251221,Pinellas,4391.9465,4155.4969,4155.3454,1561,1525
121030251222,Pinellas,4464.9142,4219.9381,4219.7995,1550,1514
121030251223,Pinellas,4876.8772,4587.8441,4587.7279,1474,1446
121030251231,Pinellas,5189.8471,4853.5528,4853.1574,1433,1404
121030251232,Pinellas,5352.1052,5047.1461,5047.0322,1406,1368
121030252041,Pinellas,6462.7643,6057.8501,6057.6275,1233,1169
121030252042,Pinellas,6643.6222,5620.6245,5616.6246,1212,1263
121030252051,Pinellas,5012.3071,4733.6172,4733.5684,1462,1424
121030252052,Pinellas,5185.3471,4918.1877,4918.1351,1437,1390
121030252053,Pinellas,5335.0396,4829.7042,4828.5761,1409,1405
121030252054,Pinellas,5941.4516,5410.5461,5409.3872,1320,1297
121030252071,Pinellas,7304.7805,6142.9352,6138.2555,1110,1152
121030252072,Pinellas,6538.7765,6163.4935,6163.3642,1227,1148
121030252073,Pinellas,7647.4428,6516.0749,6511.6367,1033,1080
121030252074,Pinellas,7470.7078,6317.8045,6313.0873,1069,1114
121030252081,Pinellas,5730.7172,5250.3114,5249.1521,1342,1327
121030252082,Pinellas,5973.0250,5439.7794,5438.5463,1309,1290
121030252091,Pinellas,6017.5618,5427.8488,5425.8214,1303,1294
121030252092,Pinellas,6228.2876,5758.8848,5758.0486,1261,1234
121030252093,Pinellas,6255.9367,5949.6096,5949.6066,1257,1195
121030252094,Pinellas,6131.3184,5813.7017,5813.6697,1278,1225
121030252101,Pinellas,6392.9152,5526.3256,5522.9577,1242,1280
121030252102,Pinellas,5256.8253,5035.7200,5035.7123,1423,1371
121030252111,Pinellas,6202.2952,5862.7438,5862.6651,1264,1218
121030252112,Pinellas,6990.1800,6499.8812,6499.3866,1160,1087
121030253031,Pinellas,7927.9361,7436.4035,7436.1452,985,829
121030253032,Pinellas,9225.6285,7748.6662,7743.3643,675,736
121030253033,Pinellas,8971.7037,7137.4748,7129.5475,754,922
121030253051,Pinellas,8997.2222,7647.1343,7641.9875,747,769
121030253052,Pinellas,9261.0460,7296.5031,7288.1325,665,863
121030253071,Pinellas,7344.8340,6928.1091,6927.9989,1103,982
121030253072,Pinellas,8544.2431,7288.9169,7284.3794,859,865
121030253091,Pinellas,8588.8633,6629.8481,6621.0456,847,1056
121030253092,Pinellas,9017.0374,7230.1426,7222.5871,742,886
121030253101,Pinellas,7381.9451,6902.2099,6902.0365,1094,990
121030253111,Pinellas,8022.4980,7368.9439,7368.1463,965,843
121030253112,Pinellas,8757.5035,7481.7690,7477.3184,803,811
121030253113,Pinellas,8117.7407,7127.3886,7124.5475,950,924
121030254011,Pinellas,9471.2034,7964.8354,7959.3113,608,688
121030254012,Pinellas,9204.3166,8156.5395,8153.5474,683,651
121030254013,Pinellas,8696.7222,8172.7840,8172.7401,824,649
121030254071,Pinellas,8821.0524,7659.0481,7655.6885,785,765
121030254072,Pinellas,9287.4326,8118.8457,8115.4139,654,661
121030254073,Pinellas,8563.4318,7412.8529,7409.2913,854,834
121030254111,Pinellas,9706.2426,8493.8522,8489.9581,558,581
121030254121,Pinellas,9349.8333,8246.4341,8242.8891,636,637
121030254122,Pinellas,8381.7676,7735.9158,7735.1090,890,741
121030254123,Pinellas,9633.7965,8320.9580,8316.4222,572,614
121030254131,Pinellas,9844.3923,8253.6797,8247.6097,523,635
121030254132,Pinellas,10462.7757,8547.4492,8539.9281,422,567
121030254133,Pinellas,9714.8190,8066.8491,8060.2652,557,670
121030254141,Pinellas,9447.1245,8503.9939,8501.8095,616,577
121030254142,Pinellas,8357.6459,7511.1407,7509.4342,897,801
121030254151,Pinellas,9865.3350,8896.8885,8894.6726,518,489
121030254152,Pinellas,9025.8160,8497.5277,8497.5182,741,579
121030254153,Pinellas,9038.6771,8123.6605,8121.2909,737,659
121030254161,Pinellas,9391.8532,8179.2734,8175.5699,626,648
121030254162,Pinellas,9328.5278,7804.5621,7799.1502,642,723
121030254171,Pinellas,8899.5960,8130.2195,8128.7312,771,658
121030254172,Pinellas,8901.2697,7647.4716,7643.2365,769,768
121030254181,Pinellas,9272.3097,8770.7907,8770.6637,659,517
121030254182,Pinellas,9518.0454,8691.0822,8689.2309,600,535
121030254191,Pinellas,9087.7599,8586.9254,8586.8706,724,555
121030254192,Pinellas,9579.4950,8722.4302,8720.4106,591,525
121030254193,Pinellas,9838.8729,8933.4986,8931.0963,526,479
121030254201,Pinellas,10210.9374,8745.8375,8740.2447,459,523
121030254202,Pinellas,8938.6706,8279.2923,8278.1720,762,626
121030254211,Pinellas,8222.8933,7795.8417,7795.7051,923,725
121030254212,Pinellas,6713.8343,6401.7659,6401.7312,1198,1099
121030255011,Pinellas,8991.4802,7225.5928,7218.2763,750,890
121030255012,Pinellas,9213.7333,7538.9835,7532.3704,680,794
121030255013,Pinellas,8167.1037,7635.3204,7635.1632,936,772
121030255051,Pinellas,7534.8074,7058.1799,7058.0637,1061,944
121030255052,Pinellas,7347.8632,6705.9473,6705.5892,1101,1040
121030255071,Pinellas,7599.2169,7158.7535,7158.7094,1048,913
121030255072,Pinellas,8723.2803,7210.0448,7204.2974,815,896
121030255081,Pinellas,9260.8980,7782.6441,7777.5301,666,728
121030255082,Pinellas,9344.4256,7734.3412,7728.2376,637,743
121030255091,Pinellas,8255.7799,7272.7918,7270.0937,913,871
121030255092,Pinellas,9263.9931,7017.4572,7007.9391,662,955
121030255101,Pinellas,8837.4417,7055.8582,7048.6584,783,945
121030255102,Pinellas,8808.5073,7024.3864,7017.1784,787,954
121030255103,Pinellas,8706.8717,6953.3550,6946.4984,821,974
121030256021,Pinellas,6799.1555,6325.0852,6324.9290,1189,1112
121030256022,Pinellas,9094.5399,6725.0764,6714.3107,720,1037
121030256023,Pinellas,9638.7655,6829.3040,6818.0091,570,1006
121030256031,Pinellas,10629.1039,7614.1965,7603.8759,391,779
121030256032,Pinellas,9812.8068,7160.6107,7150.4068,532,912
121030256041,Pinellas,9514.2003,7376.9429,7367.8778,602,841
121030257001,Pinellas,6.7249,2.1689,2.1539,2167,2166
121030257002,Pinellas,7189.1875,5595.9561,5589.2086,1129,1268
121030257003,Pinellas,8357.4530,6355.3788,6347.1211,898,1107
121030258001,Pinellas,9193.3676,7246.3795,7238.1496,687,882
121030258002,Pinellas,9171.7612,7184.8729,7176.3851,691,902
121030258003,Pinellas,8215.8233,6742.1377,6736.2681,927,1032
121030259011,Pinellas,9419.6040,7226.2970,7217.2089,620,888
121030259012,Pinellas,9411.1268,7106.0835,7095.8057,623,930
121030259013,Pinellas,9128.1170,7163.5101,7155.1180,707,909
121030259021,Pinellas,8625.3450,6798.0761,6790.3549,838,1016
121030259022,Pinellas,9497.8866,7225.3805,7215.9723,604,891
121030260011,Pinellas,4642.8438,4394.3306,4394.3142,1506,1478
121030260012,Pinellas,6632.1752,5301.3465,5296.0010,1213,1318
121030260013,Pinellas,8044.1980,6128.1092,6120.5551,961,1154
121030260031,Pinellas,6581.9766,4930.5613,4924.3437,1224,1388
121030260032,Pinellas,5555.3969,4229.0967,4224.1666,1370,1512
121030260041,Pinellas,4383.7044,3742.8582,3740.6474,1565,1606
121030261011,Pinellas,8412.0017,6785.4614,6778.5245,882,1020
121030261012,Pinellas,8587.9822,6940.9329,6934.0021,848,977
121030261021,Pinellas,7733.5837,6568.1216,6563.8122,1014,1070
121030262001,Pinellas,8623.6224,7156.1974,7150.4841,839,914
121030262002,Pinellas,8964.3416,7109.3177,7101.6570,758,929
121030263001,Pinellas,8504.5893,7091.9949,7086.8542,865,933
121030263002,Pinellas,8088.0132,6955.5489,6951.9552,957,972
121030263003,Pinellas,7253.9069,6851.1490,6851.1170,1120,998
121030263004,Pinellas,8231.1329,7278.7418,7275.9532,920,868
121030263005,Pinellas,8980.8930,7287.1557,7280.1488,752,866
121030263006,Pinellas,9133.6368,7253.3183,7245.3036,700,877
121030264011,Pinellas,9616.4467,7563.5122,7554.9620,578,790
121030264012,Pinellas,9087.7973,7238.5532,7230.7580,723,884
121030264013,Pinellas,9106.7495,7223.2854,7215.3086,717,892
121030264021,Pinellas,9795.6091,7741.9617,7733.4276,537,738
121030264022,Pinellas,9966.4752,8047.1745,8039.0185,503,672
121030264023,Pinellas,9716.9456,7594.9767,7586.4619,555,784
121030265011,Pinellas,9619.1111,7732.5866,7724.6767,576,744
121030265012,Pinellas,9965.8401,8030.1444,8022.2452,504,675
121030265021,Pinellas,8125.1170,7683.9134,7683.9120,947,758
121030265022,Pinellas,9045.1253,7484.1410,7477.8275,735,810
121030265023,Pinellas,9244.6251,7762.0515,7755.9726,670,730
121030266011,Pinellas,9719.9948,7968.0343,7961.1924,554,687
121030266012,Pinellas,10072.3110,8278.9049,8271.8996,487,627
121030266013,Pinellas,9989.3726,8102.3712,8095.0570,498,664
121030266021,Pinellas,8788.1771,7293.8747,7288.1905,796,864
121030266022,Pinellas,9911.9585,8135.4706,8128.6012,511,656
121030267011,Pinellas,7997.1267,6949.0965,6945.6176,971,975
121030267012,Pinellas,8125.3108,7095.0149,7091.6520,946,932
121030267013,Pinellas,8629.0648,7303.5279,7298.7624,837,861
121030267014,Pinellas,8676.7702,7353.3835,7348.4270,827,846
121030267031,Pinellas,9298.6687,7754.4369,7748.5685,652,735
121030267032,Pinellas,10236.1613,8416.1762,8409.3993,456,594
121030267033,Pinellas,10866.0220,8872.9921,8865.4602,351,497
121030267034,Pinellas,10527.8634,8526.1574,8518.1905,408,571
121030267035,Pinellas,9793.2373,8239.4884,8233.5934,541,638
121030267041,Pinellas,9674.9349,7914.4135,7907.1128,563,702
121030267042,Pinellas,9225.1842,7674.0940,7667.9240,676,760
121030267043,Pinellas,9386.1531,8248.0333,8243.5517,629,636
121030267051,Pinellas,8232.9871,7259.0195,7256.1017,919,873
121030267052,Pinellas,8744.3680,7506.5806,7502.2971,807,803
121030267053,Pinellas,9116.7469,7508.2409,7502.1099,713,802
121030268041,Pinellas,8645.2435,7828.0272,7825.3037,834,717
121030268042,Pinellas,9701.8481,8393.1075,8387.7331,559,602
121030268043,Pinellas,8724.9275,7715.7265,7711.7988,814,749
121030268091,Pinellas,9489.5789,9115.6248,9115.6066,607,445
121030268092,Pinellas,9778.5224,8569.9203,8565.4460,544,561
121030268111,Pinellas,8581.2355,7582.9612,7579.5677,851,787
121030268112,Pinellas,8228.8723,7707.4435,7706.9068,921,751
121030268113,Pinellas,7719.7665,7325.6148,7325.4471,1017,854
121030268114,Pinellas,9085.8801,7794.4906,7789.9790,726,726
121030268121,Pinellas,8875.1682,7611.8602,7607.3711,776,780
121030268122,Pinellas,9103.6494,7996.2880,7992.3474,719,681
121030268123,Pinellas,8604.4479,8154.6398,8154.3112,844,652
121030268124,Pinellas,10278.8208,8231.5824,8224.5689,444,642
121030268131,Pinellas,7110.8357,6575.9264,6575.2104,1145,1068
121030268132,Pinellas,8808.3322,7837.6308,7834.2196,788,713
121030268141,Pinellas,8635.0416,8236.8496,8236.7640,836,640
121030268142,Pinellas,8189.0051,7699.6371,7699.2448,931,753
121030268151,Pinellas,8328.8823,7919.3208,7919.1582,901,701
121030268152,Pinellas,7988.8879,7537.1723,7537.0014,974,795
121030268153,Pinellas,7978.0807,7620.6742,7620.5798,976,778
121030268161,Pinellas,7970.2389,7322.4122,7320.5163,977,855
121030268162,Pinellas,8362.0054,7526.7917,7523.9844,895,797
121030268163,Pinellas,8804.1891,8028.5943,8026.0939,789,676
121030268164,Pinellas,8483.1556,7637.4556,7634.7159,872,771
121030268171,Pinellas,7448.4377,6998.2035,6997.8778,1076,959
121030268172,Pinellas,7775.7724,7426.9890,7426.9840,1009,832
121030268173,Pinellas,7660.4374,7342.7843,7342.7614,1030,850
121030268181,Pinellas,8647.0758,7712.3560,7708.8204,833,750
121030268182,Pinellas,9923.2637,8663.2685,8658.5413,510,544
121030268183,Pinellas,10174.7029,8988.2304,8983.7134,464,469
121030268191,Pinellas,10091.1097,9000.2272,8996.9421,481,466
121030268192,Pinellas,10624.9144,9060.8198,9055.0197,394,456
121030268201,Pinellas,8640.7385,7950.0472,7949.1420,835,694
121030268202,Pinellas,7883.6295,7448.1044,7447.9707,995,822
121030268203,Pinellas,7768.6057,7330.3588,7330.3030,1010,852
121030268204,Pinellas,7495.0174,7032.5908,7032.4635,1068,952
121030268211,Pinellas,8457.2093,7441.7093,7438.1783,878,826
121030268212,Pinellas,8054.9919,7468.1166,7467.4010,960,815
121030269041,Pinellas,7810.5427,7254.4461,7253.5125,1004,876
121030269042,Pinellas,9285.2363,7760.4830,7754.7808,655,732
121030269043,Pinellas,8004.4955,7312.8794,7311.5334,969,856
121030269081,Pinellas,7607.4196,7058.7840,7057.8087,1043,942
121030269082,Pinellas,6830.1476,6323.2060,6322.1667,1181,1113
121030269083,Pinellas,6473.6959,5915.9779,5914.5121,1232,1206
121030269084,Pinellas,7461.2395,6977.7904,6977.0698,1073,965
121030269091,Pinellas,7156.5612,6643.0465,6642.0287,1135,1053
121030269092,Pinellas,8204.8130,7251.0524,7247.8730,928,879
121030269093,Pinellas,7957.5561,7444.5523,7443.8424,980,824
121030269111,Pinellas,7133.0628,6730.1635,6730.1307,1143,1036
121030269112,Pinellas,8689.0909,7439.8800,7435.1070,825,827
121030269113,Pinellas,7469.8725,7051.7365,7051.7053,1070,946
121030269121,Pinellas,9263.8251,7932.4741,7927.2903,663,697
121030269122,Pinellas,8783.0919,7435.1237,7429.8096,799,830
121030269123,Pinellas,9163.1011,7688.4897,7682.6929,693,757
121030269131,Pinellas,8831.9195,7282.0709,7275.6500,784,867
121030269132,Pinellas,10032.7811,7961.7206,7955.2233,493,691
121030269133,Pinellas,8719.0301,7405.7999,7400.7197,817,835
121030269141,Pinellas,6818.7733,6435.1496,6435.1113,1184,1094
121030269142,Pinellas,7639.0765,7119.0110,7118.5388,1035,926
121030269151,Pinellas,7509.4672,7095.4559,7095.4524,1066,931
121030269152,Pinellas,7155.8691,6685.7824,6685.6465,1136,1045
121030269161,Pinellas,8013.6907,7076.1860,7073.0470,968,940
121030269162,Pinellas,8496.4008,7481.3490,7477.8985,869,812
121030269163,Pinellas,7626.1572,7170.2153,7170.0521,1040,907
121030269164,Pinellas,7641.4056,7213.3662,7213.3332,1034,894
121030269171,Pinellas,9196.9466,7336.4051,7329.8171,685,851
121030270001,Pinellas,7689.1450,6494.9427,6490.7183,1023,1088
121030270002,Pinellas,8086.8518,6589.3289,6583.9708,958,1063
121030270003,Pinellas,7566.9323,6179.7014,6174.5162,1055,1144
121030271051,Pinellas,6951.7092,6014.7059,6011.5911,1165,1179
121030271052,Pinellas,6850.5605,6004.3702,6001.3800,1178,1183
121030271061,Pinellas,3.9760,1.2915,1.2826,2168,2167
121030271062,Pinellas,6398.8531,5715.5860,5713.7770,1239,1241
121030271063,Pinellas,37.3089,12.0298,11.9259,2162,2161
121030271071,Pinellas,6721.6420,6388.7452,6388.6512,1196,1102
121030271081,Pinellas,6955.8530,6585.9622,6585.8731,1163,1065
121030271082,Pinellas,7731.4946,6467.9523,6463.4319,1016,1092
121030272021,Pinellas,4446.2607,4167.8503,4167.7647,1553,1524
121030272022,Pinellas,5189.8746,4810.5019,4810.3339,1432,1409
121030272023,Pinellas,4701.7159,4316.3618,4315.6957,1495,1489
121030272024,Pinellas,6039.4168,5699.2679,5699.2081,1298,1249
121030272025,Pinellas,5149.0239,4703.8024,4702.7697,1443,1432
121030272041,Pinellas,5474.8791,4983.3744,4982.8340,1382,1380
121030272042,Pinellas,6138.7828,5649.9302,5649.6137,1276,1257
121030272043,Pinellas,5743.9817,5246.4047,5245.8836,1337,1328
121030272061,Pinellas,5788.7122,5359.0865,5358.4732,1329,1307
121030272062,Pinellas,6665.7032,6109.5637,6108.9950,1207,1156
121030272063,Pinellas,6057.7852,5705.8281,5705.7860,1296,1245
121030272071,Pinellas,6610.5861,6202.2219,6202.2047,1218,1140
121030272072,Pinellas,6657.5065,6009.8807,6008.5383,1210,1181
121030272073,Pinellas,6669.9863,6045.3726,6044.2863,1206,1172
121030272074,Pinellas,6915.3085,6266.3485,6265.0701,1170,1128
121030272075,Pinellas,7403.5363,6746.2855,6745.2865,1092,1031
121030272081,Pinellas,6715.8968,6155.5765,6154.5049,1197,1149
121030272082,Pinellas,7088.2143,6557.0862,6556.3593,1147,1072
121030272083,Pinellas,6678.8675,6126.0088,6124.8014,1203,1155
121030272084,Pinellas,7585.2760,6944.6531,6943.6734,1050,976
121030272091,Pinellas,6337.1189,5711.9353,5710.1647,1250,1243
121030272101,Pinellas,6316.7975,5910.5434,5910.4937,1252,1207
121030272102,Pinellas,6675.3737,6139.0176,6137.8699,1204,1153
121030272103,Pinellas,6710.6567,6079.7359,6078.0702,1200,1162
121030272104,Pinellas,7160.3784,6586.2602,6585.0099,1134,1064
121030272111,Pinellas,6410.9280,5935.4930,5935.2749,1236,1201
121030272112,Pinellas,5730.2924,5220.4318,5219.5101,1343,1334
121030272113,Pinellas,5115.4650,4766.3407,4766.2175,1448,1419
121030272121,Pinellas,6534.1872,6020.8737,6020.6053,1228,1175
121030272122,Pinellas,6171.7140,5726.7181,5726.6378,1269,1239
121030273081,Pinellas,5392.8961,4882.0075,4881.5192,1401,1399
121030273082,Pinellas,4565.1776,3890.8038,3889.6050,1526,1571
121030273091,Pinellas,4573.6727,4254.2572,4253.9274,1523,1507
121030273092,Pinellas,4632.9164,4430.8582,4430.8158,1508,1469
121030273141,Pinellas,7231.0492,6824.0093,6823.9894,1124,1008
121030273142,Pinellas,6390.6049,6062.1077,6062.0958,1244,1167
121030273161,Pinellas,6823.7603,6390.9128,6390.8028,1183,1101
121030273162,Pinellas,5735.3762,5428.3518,5428.3423,1339,1292
121030273163,Pinellas,6396.3341,5940.9095,5940.5226,1240,1198
121030273171,Pinellas,7875.6896,7040.9907,7038.8959,996,949
121030273172,Pinellas,7352.4353,6933.9696,6933.9250,1100,980
121030273173,Pinellas,7667.2238,6827.3008,6825.2571,1028,1007
121030273181,Pinellas,7450.8846,6611.5381,6609.2772,1074,1058
121030273182,Pinellas,7673.9876,7255.9152,7255.6141,1026,875
121030273191,Pinellas,7958.0248,7457.6278,7456.8343,979,819
121030273192,Pinellas,7757.2904,7276.8264,7276.1147,1011,870
121030273193,Pinellas,8851.3686,8267.5078,8266.4015,781,629
121030273194,Pinellas,8359.6006,7848.3751,7847.5691,896,710
121030273201,Pinellas,8932.7600,8305.4007,8304.1847,764,618
121030273202,Pinellas,6068.0517,5790.9321,5790.8082,1291,1228
121030273203,Pinellas,8786.3112,8397.6631,8397.6263,797,600
121030273211,Pinellas,5185.7861,4909.0279,4908.7619,1436,1392
121030273231,Pinellas,7243.5919,6602.7042,6601.0454,1122,1060
121030273232,Pinellas,7422.5297,6759.4932,6757.8711,1086,1029
121030273241,Pinellas,4934.9225,4662.9245,4662.6621,1469,1440
121030273242,Pinellas,5264.9963,4998.4893,4998.4255,1420,1378
121030273251,Pinellas,5677.9789,5412.7997,5412.7827,1356,1296
121030273252,Pinellas,7017.5431,6365.9190,6364.3374,1156,1106
121030273261,Pinellas,8024.4020,7496.2356,7495.6018,964,806
121030273262,Pinellas,7869.9951,7203.6429,7202.1780,997,898
121030273271,Pinellas,7355.0143,6846.1411,6845.3862,1098,1001
121030273272,Pinellas,8478.8720,7873.3689,7872.2336,873,705
121030273281,Pinellas,5434.0042,5142.6556,5142.6216,1388,1350
121030273282,Pinellas,4767.2364,4524.4722,4524.3462,1489,1454
121030273291,Pinellas,5749.5053,5310.8823,5309.9908,1336,1316
121030273292,Pinellas,4831.8828,4597.6019,4597.5725,1479,1445
121030273301,Pinellas,7335.1159,6846.4096,6846.2129,1105,1000
121030273302,Pinellas,7565.9071,6972.4500,6971.9142,1056,969
121030273311,Pinellas,7406.8690,6842.6002,6842.0644,1091,1002
121030273312,Pinellas,6902.4434,6528.4167,6528.3582,1172,1078
121030273321,Pinellas,1872.6418,1776.1152,1776.0366,1874,1864
121030273331,Pinellas,5698.7743,5356.6571,5356.3362,1350,1308
121030273332,Pinellas,5274.7544,5038.8387,5038.8348,1418,1370
121030274011,Pinellas,5425.7639,4801.8815,4800.7480,1392,1413
121030274012,Pinellas,5308.2095,4777.0840,4776.0707,1413,1417
121030274041,Pinellas,5155.3744,4670.5068,4669.7493,1441,1437
121030274042,Pinellas,5731.0465,5329.4173,5329.3604,1341,1312
121030274043,Pinellas,5769.4163,5223.5671,5222.6435,1332,1333
121030274044,Pinellas,5750.3366,5255.3164,5254.8867,1335,1326
121030274045,Pinellas,5410.8687,4868.6128,4867.5206,1394,1401
121030274046,Pinellas,5263.2810,4870.0579,4869.8448,1421,1400
121030275011,Pinellas,1772.5320,1655.5331,1655.5088,1885,1876
121030275012,Pinellas,3203.3969,3010.1852,3010.1692,1710,1693
121030275013,Pinellas,4916.6765,4444.8661,4444.3274,1470,1468
121030275031,Pinellas,4676.3319,4346.1156,4345.9231,1498,1486
121030275032,Pinellas,4372.1231,4106.4593,4106.4532,1567,1537
121030275033,Pinellas,3467.2054,3255.0709,3255.0565,1684,1673
121030275041,Pinellas,4819.2441,4408.3592,4407.7307,1481,1475
121030275042,Pinellas,4599.1583,4308.1968,4308.1727,1513,1493
121030276031,Pinellas,5052.4292,4450.9235,4448.8885,1456,1465
121030276032,Pinellas,4429.2662,3870.0448,3868.0542,1555,1576
121030276041,Pinellas,4287.0032,3937.0435,3936.6090,1579,1562
121030276042,Pinellas,3872.4210,3665.4328,3665.4288,1637,1616
121030276043,Pinellas,4160.6881,3812.1474,3811.6506,1599,1584
121030276051,Pinellas,5217.4066,4428.4482,4425.2590,1426,1470
121030276052,Pinellas,4342.2275,3873.6300,3872.0859,1573,1575
121030276061,Pinellas,5550.1369,4934.7920,4933.3705,1371,1387
121030276062,Pinellas,4528.3089,4081.6585,4080.5475,1537,1544
121030277011,Pinellas,4317.5483,4133.7965,4133.7816,1576,1533
121030277012,Pinellas,3849.5877,3526.5746,3525.7301,1641,1639
121030277013,Pinellas,4261.2422,3902.5596,3901.5403,1584,1568
121030277031,Pinellas,4321.0852,3957.2711,3956.3572,1575,1560
121030277032,Pinellas,4428.5888,3990.8796,3989.6700,1556,1553
121030277041,Pinellas,4046.4837,3748.7429,3748.0302,1614,1603
121030277042,Pinellas,4273.4112,3949.7545,3948.9924,1582,1561
121030277043,Pinellas,4387.2491,4049.2366,4048.4422,1562,1550
121030278011,Pinellas,5360.3388,4825.0291,4823.5222,1404,1406
121030278012,Pinellas,5351.7847,4820.6408,4819.1811,1407,1407
121030278021,Pinellas,5111.7280,4529.7074,4528.3447,1449,1452
121030278022,Pinellas,3920.6505,3549.7379,3548.8273,1634,1635
121030279011,Pinellas,5535.7998,4419.8906,4415.7928,1372,1472
121030279012,Pinellas,5695.2471,4512.4602,4508.1169,1353,1456
121030279013,Pinellas,4096.4132,3412.5071,3410.0721,1607,1654
121030279051,Pinellas,4218.7980,3881.1718,3880.7049,1590,1572
121030279052,Pinellas,4401.6666,3678.6520,3676.0131,1559,1614
121030279053,Pinellas,3788.7175,3495.1241,3494.7697,1647,1646
121030279054,Pinellas,5697.1399,4573.6035,4569.3907,1351,1448
121030280021,Pinellas,4045.0639,3449.2022,3446.9757,1615,1651
121030280022,Pinellas,4207.2121,3910.3013,3909.9798,1593,1566
121030280023,Pinellas,3422.4403,2986.0019,2984.5126,1689,1697
121030280024,Pinellas,2895.9552,2619.9688,2619.2077,1756,1747
121030280041,Pinellas,5398.1171,4282.8179,4278.7637,1398,1496
