roadway,begin_post,end_post,facility,match_m,class_is_a_guess
14470013,0.0,0.27,freeway,116,no
14000092,0.0,1.341,collector,150,no
02000062,0.0,0.481,collector,1449,yes
14000050,0.0,1.115,collector,175,no
14000050,1.115,2.312,collector,160,no
14000210,0.0,1.27,principal arterial,1008,yes
14000146,0.0,3.265,collector,555,yes
14000129,0.0,1.006,collector,53,no
02000051,0.0,2.189,principal arterial,260,no
14000083,0.0,5.383,minor arterial,117,no
14000115,0.0,0.191,minor arterial,16,no
02000059,0.0,4.865,collector,123,no
14000241,0.0,1.477,freeway,563,yes
02000004,0.0,3.284,minor arterial,765,yes
14000059,0.0,1.531,collector,109,no
14570200,0.0,0.077,principal arterial,74,no
14000090,0.198,0.565,collector,12,no
02000026,0.0,1.422,collector,100,no
14000245,0.0,0.412,collector,245,no
14000164,0.0,0.953,collector,297,no
14000190,0.0,0.309,minor arterial,710,yes
15000038,0.0,1.03,collector,218,no
15000492,0.0,0.651,collector,144,no
15000465,0.0,0.177,principal arterial,34,no
15000275,0.0,0.427,collector,133,no
15000275,0.427,0.936,collector,539,yes
15000275,0.936,2.004,collector,24,no
15000432,0.0,0.356,collector,10,no
15000504,0.0,0.509,minor arterial,330,no
15000504,0.509,0.566,collector,3,no
15000504,0.566,1.153,collector,153,no
15000503,0.0,0.516,collector,33,no
15035001,0.0,0.568,freeway,42,no
15000252,0.0,2.114,collector,16,no
15000423,0.0,0.246,minor arterial,142,no
15000024,0.0,1.262,collector,49,no
15000152,0.0,0.322,principal arterial,32,no
15010000,0.103,0.5,freeway,53,no
15010000,0.5,0.577,principal arterial,1,no
15010000,2.51,3.765,principal arterial,12,no
15010000,7.657,8.02,principal arterial,20,no
15010000,8.02,9.588,principal arterial,56,no
15010000,9.81,10.191,collector,46,no
15000050,0.0,0.259,collector,36,no
15000050,0.259,1.755,collector,94,no
15000050,1.755,2.048,collector,9,no
15000434,0.0,0.185,collector,16,no
15003000,0.0,0.428,freeway,18,no
15003000,0.428,0.666,freeway,33,no
15003000,0.666,0.988,freeway,27,no
15003000,0.988,1.285,minor arterial,20,no
15003000,1.285,1.372,principal arterial,18,no
15000333,0.0,0.607,collector,81,no
15000163,0.0,3.511,collector,126,no
15000163,3.511,4.265,collector,192,no
15000163,4.265,4.514,collector,100,no
15000297,0.0,0.255,collector,26,no
15000065,0.0,3.18,minor arterial,243,no
15030000,4.534,5.45,principal arterial,33,no
15030000,5.45,6.557,principal arterial,111,no
15030000,6.557,6.814,principal arterial,43,no
15030000,7.841,8.098,principal arterial,91,no
15000173,0.0,1.491,collector,212,no
15000173,1.491,1.994,collector,65,no
15000173,1.994,2.255,collector,47,no
15000048,0.0,2.773,collector,72,no
15000048,2.773,3.291,collector,49,no
15000053,0.0,0.25,collector,31,no
15000451,0.0,1.747,principal arterial,124,no
15010101,0.0,0.76,freeway,74,no
15000025,0.0,1.272,collector,25,no
15000025,1.272,1.741,collector,55,no
15000500,0.0,0.695,collector,469,no
15000490,0.0,1.422,collector,560,yes
15000188,0.0,0.232,principal arterial,49,no
15025000,0.0,0.325,minor arterial,23,no
15025000,0.325,1.004,minor arterial,179,no
15025000,1.004,1.592,minor arterial,26,no
15000134,0.0,0.691,collector,103,no
15000134,0.691,0.802,collector,77,no
15000296,0.0,0.924,collector,134,no
15000072,0.186,0.36,collector,74,no
15002000,0.0,0.049,freeway,29,no
15002000,0.705,0.91,principal arterial,28,no
15002000,0.91,1.166,minor arterial,17,no
15002000,1.166,1.22,freeway,4,no
15000329,0.0,0.386,collector,79,no
15000291,0.0,2.044,collector,75,no
15000446,0.0,0.019,principal arterial,2,no
15000446,0.019,0.053,principal arterial,1,no
15000446,0.053,0.074,collector,15,no
15000060,0.0,2.6,collector,9,no
15000037,0.0,0.665,collector,234,no
15000037,0.748,1.0,collector,297,no
15000322,0.0,0.062,principal arterial,15,no
15000461,0.0,0.51,collector,7,no
15000461,0.51,1.037,collector,214,no
15000106,0.0,2.98,collector,188,no
15000441,0.0,0.643,collector,11,no
15000505,0.0,0.683,collector,201,no
15000422,0.0,0.782,collector,182,no
15000069,0.0,0.803,collector,56,no
15000069,0.803,1.796,collector,103,no
15000501,0.0,0.3,collector,52,no
15020100,0.0,0.123,minor arterial,31,no
15000306,0.0,1.246,collector,338,no
15000030,0.0,1.274,collector,140,no
15000294,0.0,0.109,freeway,118,no
15000294,0.554,0.733,freeway,134,no
15000487,0.0,0.568,collector,876,yes
15000257,0.0,0.205,principal arterial,22,no
15000424,0.0,0.413,collector,16,no
15000021,0.0,0.759,minor arterial,114,no
15000301,0.0,0.15,collector,212,no
15000486,0.0,0.25,principal arterial,206,no
15000156,0.0,0.186,collector,51,no
15000279,0.0,0.905,minor arterial,572,yes
15000440,0.0,1.776,collector,64,no
15000404,0.0,0.439,collector,19,no
15000404,0.993,1.255,collector,212,no
15000077,0.0,1.009,principal arterial,120,no
15000171,0.0,0.249,collector,39,no
15000018,0.0,0.529,collector,12,no
15000115,0.0,5.761,collector,143,no
15000089,0.0,1.013,collector,327,no
15000443,0.0,0.686,principal arterial,532,yes
15009000,0.0,1.296,minor arterial,89,no
15009000,2.063,2.581,minor arterial,14,no
15009000,2.581,3.839,principal arterial,81,no
15009000,3.839,4.395,principal arterial,90,no
15009000,4.395,5.312,principal arterial,133,no
15000067,0.0,1.153,minor arterial,194,no
15000067,1.153,1.921,collector,228,no
15000454,0.0,0.08,collector,18,no
15000408,0.0,0.29,collector,194,no
15000408,0.378,1.017,collector,224,no
15000502,0.0,0.662,collector,138,no
15000183,0.0,2.816,collector,248,no
15035000,0.0,0.706,principal arterial,30,no
15035000,0.706,3.694,collector,152,no
15000102,0.0,0.693,collector,231,no
15000286,0.0,0.711,collector,35,no
15002002,0.0,0.039,freeway,19,no
15035003,0.0,0.286,freeway,113,no
15000403,0.0,0.889,collector,48,no
15000403,1.067,1.764,collector,569,yes
15000496,0.0,0.777,collector,39,no
15000189,0.0,0.198,freeway,20,no
15000324,0.217,1.037,collector,6,no
15000472,0.0,1.188,minor arterial,128,no
15000338,0.0,0.891,collector,108,no
15000218,0.0,1.871,collector,107,no
15000311,0.0,0.19,collector,51,no
15000311,0.19,0.51,collector,62,no
15000311,0.51,0.546,collector,18,no
15000311,0.546,0.606,collector,5,no
15000311,0.606,1.06,collector,10,no
15000274,0.0,2.38,collector,47,no
15000475,0.0,0.659,collector,37,no
15000055,0.0,4.526,principal arterial,117,no
15000427,0.0,1.723,collector,298,no
15003003,0.0,0.062,freeway,39,no
15000339,0.0,0.763,collector,86,no
15000036,0.0,0.127,collector,21,no
15000036,0.127,2.391,collector,286,no
15000198,0.0,0.509,collector,155,no
15000320,2.713,3.745,freeway,2,no
15000473,0.0,0.894,principal arterial,231,no
15000271,0.0,0.496,collector,68,no
15000426,0.0,0.818,collector,21,no
15000516,0.0,0.76,collector,584,yes
15010003,0.0,0.724,principal arterial,13,no
15000401,0.0,0.716,principal arterial,30,no
15000118,0.0,1.544,principal arterial,158,no
15000438,0.0,1.706,minor arterial,172,no
15000510,0.0,0.682,minor arterial,545,yes
15000083,0.0,1.38,collector,179,no
15035005,0.059,0.189,freeway,16,no
15000253,0.0,4.959,collector,21,no
15000318,0.0,0.251,collector,36,no
15000471,0.0,1.115,collector,31,no
15000435,0.0,0.746,collector,79,no
15003001,0.0,0.057,freeway,55,no
15035023,0.0,0.037,freeway,29,no
15000331,0.0,0.503,collector,57,no
15000216,0.0,0.499,collector,48,no
15000068,0.0,1.6,collector,68,no
15000498,0.0,0.488,collector,106,no
15030055,0.0,0.226,principal arterial,15,no
15000185,0.0,1.59,minor arterial,8,no
15000313,0.0,0.189,collector,20,no
15000041,0.0,0.763,collector,169,no
15000041,0.763,0.875,collector,18,no
15000041,0.875,1.369,collector,28,no
15000041,1.369,4.897,collector,122,no
15000288,0.161,0.807,minor arterial,96,no
15000463,0.0,0.163,principal arterial,20,no
15000061,0.0,1.071,collector,96,no
15000453,0.0,0.185,minor arterial,21,no
15000509,0.0,0.614,collector,243,no
15010001,0.038,0.84,principal arterial,34,no
15000410,0.0,0.504,collector,16,no
15000033,0.0,1.046,collector,7,no
15000489,0.0,0.351,collector,1,no
15000319,0.0,0.666,collector,49,no
15030056,0.0,0.078,principal arterial,7,no
15000143,0.0,0.538,collector,178,no
15000143,0.538,2.208,minor arterial,31,no
15000284,0.0,1.253,collector,74,no
15000282,0.0,2.912,collector,256,no
15000467,0.0,1.062,principal arterial,105,no
15000450,0.0,0.526,principal arterial,7,no
15000511,0.0,0.615,minor arterial,343,no
15000405,0.0,0.863,collector,132,no
15000495,0.0,1.288,collector,411,no
15000215,0.0,0.755,collector,127,no
15000137,1.09,1.185,collector,87,no
15000262,0.0,1.7,collector,135,no
15000052,0.0,0.5,minor arterial,13,no
15035022,0.0,0.013,freeway,23,no
15000250,0.0,0.252,principal arterial,152,no
15000407,0.0,1.053,collector,46,no
15000034,0.0,1.66,collector,17,no
15000087,0.0,4.281,minor arterial,346,no
15000429,0.0,1.1,collector,90,no
15000519,0.0,0.173,freeway,147,no
15000220,0.0,0.09,collector,3,no
15000400,0.0,0.994,collector,273,no
15000031,0.0,1.895,collector,383,no
15000488,0.0,0.181,collector,125,no
15000205,0.0,0.921,minor arterial,10,no
15000323,0.0,0.797,collector,182,no
15000462,0.0,0.395,principal arterial,100,no
15000100,0.0,2.588,principal arterial,398,no
15000436,0.0,0.39,collector,130,no
15000506,0.0,0.598,principal arterial,428,no
15000076,0.0,1.0,collector,355,no
15000314,0.0,1.263,collector,181,no
15000314,1.263,1.625,collector,48,no
15030101,0.0,0.125,principal arterial,13,no
15000032,0.0,0.501,collector,330,no
15000482,0.0,0.354,collector,495,no
15000075,0.0,2.4,collector,115,no
15000433,0.0,3.002,collector,152,no
15000191,0.0,0.175,principal arterial,18,no
15000464,0.0,0.386,principal arterial,45,no
15000098,0.0,0.389,minor arterial,30,no
15000292,0.0,0.854,collector,155,no
15000292,0.854,1.166,collector,233,no
15035004,0.0,0.5,freeway,83,no
15010302,0.0,0.323,principal arterial,36,no
15000413,0.0,1.029,collector,48,no
15000054,0.0,1.01,collector,145,no
15000497,0.0,0.387,minor arterial,252,no
15000485,0.0,0.505,minor arterial,309,no
15000091,0.0,2.172,collector,155,no
15000442,0.0,1.69,collector,152,no
15000508,0.0,0.511,collector,158,no
15010002,0.0,0.573,principal arterial,81,no
15000402,0.0,1.509,collector,174,no
15035017,0.0,0.32,freeway,91,no
15010004,0.0,1.652,principal arterial,21,no
15000190,0.0,0.195,freeway,18,no
15000304,0.0,0.747,collector,212,no
15000097,0.0,2.675,collector,452,no
15000281,0.0,1.192,collector,119,no
15000430,0.0,0.83,minor arterial,744,yes
15000411,0.2,0.807,collector,174,no
15000499,0.0,1.003,collector,91,no
15000325,0.0,0.188,freeway,11,no
15000481,0.0,1.01,principal arterial,352,no
15000119,0.0,4.618,collector,155,no
15000298,0.0,2.307,collector,445,no
15000439,0.0,0.598,collector,58,no
15000512,0.0,0.714,principal arterial,408,no
15000165,0.0,1.73,collector,37,no
15000302,0.0,1.058,collector,42,no
15000124,0.0,2.967,minor arterial,154,no
15000270,0.0,1.115,collector,106,no
15000066,0.0,4.047,collector,60,no
15000448,0.0,0.075,principal arterial,2,no
15000448,0.075,0.212,principal arterial,12,no
15003004,0.0,0.097,freeway,10,no
15035018,0.0,0.225,freeway,25,no
15000251,0.0,1.17,collector,228,no
15000334,0.0,0.38,collector,48,no
15000203,0.0,0.25,minor arterial,21,no
15000272,2.966,4.032,minor arterial,124,no
15035006,0.0,0.23,freeway,33,no
15000415,0.0,0.521,collector,79,no
15000051,0.0,2.098,collector,12,no
15000494,0.0,0.557,freeway,380,no
15030102,0.0,0.108,principal arterial,18,no
15000491,0.0,0.857,collector,155,no
15000255,0.0,2.067,collector,71,no
15000477,0.0,1.22,collector,210,no
15000125,0.0,1.416,collector,235,no
15000300,0.0,0.253,collector,11,no
15000431,0.0,0.221,collector,48,no
15003002,0.0,0.122,freeway,12,no
15000332,0.0,0.421,collector,284,no
15000493,0.0,0.552,principal arterial,454,no
15000217,0.0,0.653,collector,12,no
15000217,0.653,0.781,collector,10,no
15000020,0.0,1.928,minor arterial,245,no
15000290,0.0,0.559,collector,20,no
15000122,0.0,1.899,principal arterial,44,no
15000428,0.0,0.217,freeway,133,no
15000412,0.0,0.754,collector,142,no
15000022,0.0,0.933,collector,26,no
15000310,0.0,0.12,collector,8,no
15000277,0.0,0.696,collector,43,no
15000466,0.0,0.189,principal arterial,5,no
15000056,0.085,1.322,collector,203,no
15002001,0.0,0.078,freeway,17,no
15035024,0.0,0.047,principal arterial,39,no
15000219,0.0,0.507,collector,58,no
15000507,0.0,1.138,collector,22,no
15000406,0.0,1.026,collector,171,no
15000047,0.0,1.328,collector,70,no
15000474,0.0,1.31,principal arterial,71,no
15000057,0.252,0.428,collector,52,no
15002003,0.0,0.118,freeway,7,no
15010053,0.0,0.487,principal arterial,86,no
15000258,0.0,1.636,collector,23,no
15000340,0.0,1.224,collector,258,no
15000035,0.0,1.046,collector,213,no
15190037,0.0,0.223,freeway,33,no
15150013,0.0,0.1,freeway,13,no
15190000,0.5,2.555,collector,55,no
15190000,13.785,14.379,freeway,41,no
15110500,0.0,2.627,collector,88,no
15230000,0.0,0.606,principal arterial,13,no
15150701,0.0,0.329,collector,35,no
15150000,13.578,14.411,principal arterial,57,no
15150000,19.845,20.417,freeway,15,no
08000059,0.0,0.525,freeway,125,no
15190041,0.0,0.186,freeway,74,no
15120000,10.566,10.613,principal arterial,28,no
15506000,0.0,2.382,collector,128,no
15090001,0.0,0.13,principal arterial,28,no
15090001,0.13,0.218,principal arterial,10,no
15240050,0.0,0.276,freeway,48,no
15150304,0.0,0.029,principal arterial,25,no
08000023,0.0,0.656,collector,147,no
15190009,0.0,0.167,freeway,25,no
15070000,0.0,0.602,collector,58,no
15070000,0.602,1.028,minor arterial,76,no
15070000,1.028,1.283,minor arterial,18,no
15070000,1.283,1.782,minor arterial,19,no
15070000,2.797,3.34,minor arterial,15,no
15070000,3.34,4.136,principal arterial,22,no
15070000,6.153,7.37,principal arterial,178,no
15240000,0.66,1.56,freeway,116,no
15240000,3.33,3.376,principal arterial,1,no
15240000,3.376,5.76,principal arterial,121,no
15240000,5.76,5.883,freeway,89,no
15150106,0.0,0.043,freeway,24,no
15045000,0.0,0.606,principal arterial,101,no
15045000,1.402,1.697,principal arterial,51,no
08000061,0.0,0.457,principal arterial,334,no
15190053,0.0,0.207,freeway,41,no
15517000,2.082,3.551,principal arterial,16,no
15517000,3.551,4.332,principal arterial,43,no
08000009,11.546,12.464,minor arterial,557,yes
15501000,4.043,5.976,minor arterial,6,no
15150207,0.0,0.022,freeway,12,no
15050005,0.0,1.252,minor arterial,50,no
15050005,1.252,2.41,minor arterial,41,no
15050005,2.41,4.629,minor arterial,231,no
15050005,4.629,5.978,minor arterial,137,no
15200001,2.97,3.29,principal arterial,3,no
15200001,3.29,3.721,principal arterial,40,no
15150004,0.0,0.162,principal arterial,31,no
15540000,0.0,0.249,minor arterial,14,no
15200000,0.0,0.195,minor arterial,14,no
15200000,0.195,3.414,minor arterial,192,no
15200000,3.414,5.144,minor arterial,209,no
15200000,5.144,8.366,minor arterial,381,no
15200000,8.366,9.96,minor arterial,138,no
15150010,0.0,0.094,freeway,49,no
08000038,0.0,1.505,minor arterial,605,yes
15190027,0.0,0.153,freeway,19,no
15140501,3.646,4.016,principal arterial,90,no
15100000,0.0,0.111,collector,25,no
15100000,7.289,7.955,principal arterial,41,no
15100000,7.955,9.354,minor arterial,2,no
15150101,0.0,0.039,freeway,35,no
08000013,0.0,1.423,collector,358,no
08000013,3.193,4.6,principal arterial,391,no
08000013,4.6,5.81,collector,63,no
15190035,0.0,0.136,freeway,35,no
15241000,0.0,2.245,principal arterial,195,no
15150110,0.0,0.037,freeway,52,no
15241200,0.0,1.084,principal arterial,125,no
15090101,0.0,0.279,principal arterial,10,no
15090101,0.279,0.375,principal arterial,2,no
15090101,0.375,0.715,principal arterial,22,no
15090101,0.715,0.812,principal arterial,1,no
15060000,1.884,2.073,collector,90,no
15190026,0.0,0.137,freeway,26,no
08000020,0.0,0.936,collector,154,no
15061101,0.0,0.187,principal arterial,36,no
15240003,0.844,1.051,minor arterial,54,no
15150104,0.0,0.021,freeway,13,no
15050001,2.87,4.29,minor arterial,192,no
15190909,0.0,4.248,principal arterial,58,no
15900023,0.0,1.102,collector,153,no
15036001,0.0,0.467,collector,20,no
15190076,0.0,0.617,freeway,54,no
08000022,0.0,2.453,collector,528,yes
15180503,5.045,5.727,minor arterial,73,no
15242000,0.0,2.131,freeway,39,no
15150205,0.0,0.02,freeway,5,no
08000006,0.0,0.743,principal arterial,376,no
08000006,0.743,1.433,collector,493,no
15200002,0.0,1.327,minor arterial,1154,yes
15200002,1.327,1.523,minor arterial,1748,yes
08000054,0.0,0.404,principal arterial,287,no
15190074,0.0,0.443,freeway,55,no
15110000,0.0,0.509,principal arterial,36,no
15110000,0.509,1.536,principal arterial,24,no
15110000,1.536,1.775,principal arterial,10,no
08000036,2.469,6.107,collector,395,no
08000027,0.0,1.006,collector,226,no
15150029,0.0,0.217,freeway,21,no
15190908,0.0,2.172,freeway,31,no
15190036,0.0,0.232,freeway,91,no
15140000,2.191,3.878,principal arterial,35,no
15140000,3.878,6.752,principal arterial,628,yes
15190013,0.0,0.271,freeway,6,no
15150703,0.0,0.057,collector,15,no
15190065,0.0,0.22,freeway,26,no
15240049,0.0,0.531,freeway,84,no
15150201,0.0,0.058,principal arterial,9,no
15150014,0.0,0.092,freeway,23,no
08000056,0.0,0.25,collector,31,no
15190032,0.0,0.12,freeway,75,no
15242112,0.0,0.12,freeway,31,no
08000018,0.0,0.866,collector,26,no
15190011,0.0,0.189,freeway,60,no
15050003,0.0,0.247,collector,77,no
15050003,0.247,2.89,minor arterial,9,no
15150203,0.0,0.045,freeway,28,no
08000062,0.0,0.224,freeway,184,no
15190029,0.0,0.656,freeway,37,no
15150019,0.0,2.844,freeway,68,no
15150403,0.0,0.081,freeway,9,no
15150001,0.0,0.165,freeway,19,no
08000052,0.0,0.297,freeway,192,no
15190042,0.0,0.175,freeway,41,no
15150900,0.0,0.713,freeway,73,no
15150900,0.713,1.102,freeway,46,no
15241100,0.0,1.286,principal arterial,7,no
15150206,0.0,0.04,principal arterial,15,no
15550000,0.0,1.78,minor arterial,22,no
08000004,0.0,9.533,collector,623,yes
15150024,0.0,0.054,freeway,13,no
15200100,0.0,0.121,freeway,74,no
15190081,0.0,1.185,freeway,72,no
15150300,0.0,1.034,principal arterial,73,no
15150023,0.0,0.497,freeway,8,no
15036004,0.0,0.075,collector,144,no
15190072,0.0,0.164,freeway,67,no
15500000,0.251,2.9,collector,118,no
08000050,9.951,10.831,collector,103,no
15190031,0.0,0.259,freeway,46,no
08000011,0.0,1.639,collector,106,no
15240046,0.0,0.649,freeway,37,no
15190904,0.0,0.564,freeway,25,no
15190075,0.0,0.719,minor arterial,67,no
15080000,2.127,2.974,principal arterial,22,no
15240048,0.0,0.263,freeway,9,no
15190010,0.0,0.317,freeway,19,no
15050002,0.0,1.07,principal arterial,27,no
15050002,1.07,1.133,principal arterial,28,no
15190305,0.0,0.342,freeway,17,no
15150405,0.0,0.022,principal arterial,12,no
08000045,0.0,1.726,freeway,1047,yes
08000025,0.0,1.143,collector,204,no
15120002,0.0,0.267,principal arterial,4,no
15240002,0.0,0.817,freeway,132,no
15150302,0.0,0.029,principal arterial,41,no
15220000,0.197,1.225,principal arterial,158,no
15220000,1.726,1.959,collector,20,no
15190025,0.0,0.131,freeway,27,no
08000030,0.0,1.064,collector,442,no
15190016,0.0,0.181,freeway,80,no
08000039,0.0,0.452,freeway,126,no
15190080,0.0,0.469,freeway,27,no
08000026,0.0,0.722,collector,25,no
15150400,0.0,2.135,principal arterial,18,no
15190082,0.0,0.031,minor arterial,10,no
15150015,0.0,0.278,freeway,10,no
08000060,0.0,1.213,minor arterial,799,yes
15190077,0.0,0.055,minor arterial,74,no
15190077,0.055,0.283,freeway,35,no
15516000,0.0,1.854,minor arterial,75,no
15190008,0.0,0.158,freeway,62,no
15241003,0.0,0.083,collector,13,no
15150107,0.0,0.09,principal arterial,23,no
15240047,0.0,0.46,freeway,71,no
15150025,0.0,0.251,freeway,40,no
08000002,0.0,3.212,freeway,1641,yes
15190902,0.0,0.139,freeway,71,no
15590001,0.0,1.504,minor arterial,30,no
15190071,0.0,0.492,freeway,109,no
08000012,0.0,6.064,collector,578,yes
15190017,0.0,0.339,freeway,60,no
15150108,0.0,0.094,freeway,8,no
08000053,0.0,1.656,minor arterial,310,no
15190903,0.0,0.103,freeway,49,no
08000057,0.0,0.371,freeway,243,no
15190039,0.0,0.153,freeway,31,no
15070500,4.236,5.242,collector,65,no
15242111,0.0,0.102,freeway,12,no
15050004,0.0,1.747,minor arterial,8,no
15200003,0.0,0.418,collector,71,no
15150026,0.0,0.003,freeway,44,no
08000044,0.0,2.067,collector,505,yes
15190030,0.0,0.262,freeway,56,no
15240043,0.0,0.605,collector,24,no
15150401,0.0,0.049,freeway,26,no
15150202,0.0,0.078,principal arterial,65,no
15090010,0.0,0.312,freeway,220,no
15190906,0.0,0.24,freeway,74,no
15150011,0.0,0.086,freeway,14,no
08000058,0.0,0.557,freeway,149,no
15190073,0.0,0.138,freeway,57,no
15140503,0.0,0.608,principal arterial,65,no
15240001,0.0,0.639,freeway,93,no
15150032,0.063,1.396,freeway,48,no
15150003,0.0,0.209,principal arterial,25,no
08000051,0.0,0.259,collector,209,no
15190038,0.0,0.209,freeway,63,no
15190033,0.0,0.21,freeway,63,no
15511000,0.0,0.255,principal arterial,87,no
15511000,0.255,0.851,principal arterial,66,no
15511000,0.851,0.955,principal arterial,0,no
08000015,0.0,1.24,collector,19,no
15150030,0.0,0.123,freeway,21,no
15190306,0.0,0.895,freeway,20,no
08000041,0.0,5.035,collector,3259,yes
15190034,0.0,0.228,freeway,80,no
15190012,0.0,0.156,freeway,21,no
15190901,0.0,0.075,freeway,62,no
15100500,0.0,1.768,collector,274,no
15150031,0.0,2.403,freeway,91,no
15150002,0.0,0.2,freeway,72,no
08000055,0.0,0.509,principal arterial,411,no
15241002,0.0,0.15,freeway,39,no
15190024,0.0,0.173,freeway,17,no
15150028,0.0,0.086,freeway,4,no
08000063,0.0,0.073,collector,4,no
15190028,0.0,0.252,freeway,5,no
08470002,0.0,0.293,freeway,39,no
08050000,10.312,10.982,principal arterial,50,no
08050000,12.476,12.558,principal arterial,33,no
08050000,12.558,12.766,principal arterial,88,no
08010000,7.678,8.142,principal arterial,7,no
08010000,9.291,9.687,principal arterial,9,no
08010000,10.077,10.362,principal arterial,26,no
08010000,16.581,17.786,principal arterial,403,no
08010000,17.786,18.875,principal arterial,1626,yes
08470014,0.0,0.489,freeway,89,no
08051000,0.0,0.072,principal arterial,19,no
10000274,0.0,1.405,collector,104,no
10000274,1.405,1.573,collector,154,no
10190455,0.0,0.243,freeway,57,no
10340000,2.653,3.134,principal arterial,17,no
10340000,5.578,6.34,principal arterial,3,no
10340000,6.34,7.285,principal arterial,34,no
10340000,8.084,8.871,principal arterial,8,no
10340000,11.892,12.291,minor arterial,15,no
10290000,0.255,0.505,principal arterial,16,no
10190140,0.0,0.288,freeway,45,no
10190140,0.288,0.956,principal arterial,28,no
10190140,0.956,1.072,freeway,39,no
10250000,6.623,6.698,principal arterial,12,no
10250000,6.698,6.853,principal arterial,15,no
10250000,6.853,7.154,principal arterial,11,no
10250000,7.447,7.92,minor arterial,41,no
10250000,7.92,8.177,minor arterial,6,no
10250000,8.616,9.639,minor arterial,2,no
10000057,0.0,1.894,collector,140,no
10000057,1.894,2.338,minor arterial,72,no
10000057,2.338,2.403,minor arterial,48,no
10000057,2.403,2.414,minor arterial,20,no
10000057,2.414,2.531,minor arterial,6,no
10190127,0.0,0.29,freeway,85,no
10250101,0.013,0.495,minor arterial,66,no
10250101,0.495,0.784,principal arterial,8,no
10250101,0.784,1.092,collector,69,no
10250101,1.092,1.241,principal arterial,23,no
10000089,0.0,0.049,minor arterial,34,no
10000089,0.049,0.105,minor arterial,5,no
10000089,0.105,0.49,collector,88,no
10090000,0.0,3.777,freeway,83,no
10090000,3.99,4.117,minor arterial,65,no
10090000,5.113,5.638,minor arterial,55,no
10090000,14.61,14.767,principal arterial,29,no
10320159,0.0,0.158,principal arterial,18,no
10320000,0.472,0.708,freeway,38,no
10320000,1.441,2.452,freeway,45,no
10320000,7.526,8.814,freeway,8,no
10000084,0.0,1.469,freeway,343,no
10320145,0.0,0.193,freeway,85,no
10270113,0.0,1.359,collector,96,no
10160045,0.0,0.147,principal arterial,14,no
10000240,0.0,2.01,collector,116,no
10200000,1.847,2.204,principal arterial,65,no
10200000,2.204,3.249,principal arterial,128,no
10190099,0.0,0.253,principal arterial,13,no
10130000,3.748,4.259,principal arterial,60,no
10130000,6.796,7.767,principal arterial,121,no
10130000,7.767,8.521,principal arterial,20,no
08040500,0.184,3.132,collector,203,no
08040000,0.0,1.377,freeway,327,no
08040000,5.089,5.79,freeway,39,no
08040000,5.79,7.049,freeway,39,no
08040000,9.862,11.315,principal arterial,103,no
08150001,0.0,0.18,freeway,441,no
08150001,0.18,1.163,freeway,59,no
08120100,0.0,0.075,principal arterial,65,no
08002000,0.0,1.534,freeway,146,no
08002000,2.532,3.295,freeway,156,no
08002000,3.295,3.86,freeway,51,no
08590000,0.0,4.447,principal arterial,120,no
08500000,0.0,1.974,minor arterial,353,no
08500000,11.494,12.688,collector,70,no
08000070,0.0,0.186,principal arterial,474,no
08080000,0.0,0.33,principal arterial,6,no
08080000,0.33,0.892,principal arterial,159,no
08080000,0.892,1.932,principal arterial,62,no
08080000,1.932,4.466,principal arterial,481,no
08080000,4.466,5.977,principal arterial,412,no
08080000,5.977,8.121,principal arterial,220,no
08080000,11.98,12.875,freeway,145,no
08570000,0.0,0.743,collector,155,no
08470001,0.0,0.309,freeway,67,no
08600000,0.0,2.439,collector,422,no
08540000,0.0,1.659,minor arterial,274,no
08150003,0.0,0.175,freeway,97,no
08150003,0.175,0.36,freeway,45,no
08000068,0.0,0.186,collector,28,no
08000068,0.186,0.2,collector,88,no
08020000,6.445,7.259,freeway,67,no
08000064,0.0,0.095,collector,95,no
08470009,0.0,0.228,freeway,127,no
08150002,0.0,0.162,freeway,95,no
08150002,0.162,0.361,freeway,76,no
08470004,0.0,0.194,freeway,46,no
08504000,0.0,3.014,collector,104,no
08509000,0.0,1.633,freeway,401,no
08000066,0.0,0.373,freeway,333,no
08000067,0.0,0.166,collector,687,yes
08470003,0.0,0.179,freeway,58,no
08470015,0.0,0.482,freeway,14,no
08520500,0.0,0.602,collector,78,no
08150100,0.0,0.34,freeway,120,no
08150004,0.0,0.164,freeway,142,no
08150004,0.164,0.532,freeway,83,no
08000065,0.0,0.29,collector,530,yes
08470005,0.0,0.234,freeway,62,no
08470013,0.0,0.461,freeway,137,no
08501000,0.0,1.247,collector,135,no
08070100,0.0,0.306,freeway,220,no
08470010,0.0,0.265,freeway,79,no
08470007,0.0,0.318,freeway,53,no
08520001,0.0,0.786,collector,72,no
08000069,0.0,2.59,minor arterial,359,no
08120000,0.0,2.041,principal arterial,485,no
08502000,0.0,1.16,minor arterial,270,no
08470006,0.0,0.203,freeway,124,no
08470008,0.0,0.285,freeway,22,no
10503000,0.0,0.222,collector,22,no
10503000,0.222,0.33,minor arterial,10,no
10020101,0.0,0.788,principal arterial,184,no
10020101,1.822,2.497,principal arterial,6,no
10020101,2.497,2.818,collector,15,no
10020101,2.818,3.245,principal arterial,54,no
10650000,1.132,1.633,minor arterial,24,no
10060000,25.556,26.226,principal arterial,7,no
10060000,26.878,27.604,principal arterial,65,no
