roadway,county,begin_post,end_post,length_mi,aadt,description,crashes,deaths,serious,ped_deaths,occ_deaths,occ_serious,vmt_period,deaths_per_100M_vmt,crashes_per_100M_vmt
15000048,Pinellas,2.773,3.291,0.518,4400,PALMETTO ST,26,0,0,0,0,0,5740165,0.0,452.9
15000053,Pinellas,0.0,0.25,0.25,3800,37 ST S,0,0,0,0,0,0,2392575,0.0,0.0
15000451,Pinellas,0.0,1.747,1.747,52500,72 ST,255,0,5,0,0,2,230990524,0.0,110.4
15010101,Pinellas,0.0,0.76,0.76,9900,US-19A/SR-595/5 AVE,94,0,3,0,0,3,18949194,0.0,496.1
15000025,Pinellas,0.0,1.272,1.272,4000,BELTREES ST,8,0,0,0,0,0,12814128,0.0,62.4
15000025,Pinellas,1.272,1.741,0.469,800,SAN CHRISTOPHER DR,1,0,0,0,0,0,944941,0.0,105.8
15000500,Pinellas,0.0,0.695,0.695,350,FOREST LAKES BLVD,0,0,0,0,0,0,612625,0.0,0.0
15000490,Pinellas,0.0,1.422,1.422,350,SR-584/TAMPA RD,0,0,0,0,0,0,1253457,0.0,0.0
15000188,Pinellas,0.0,0.232,0.232,1200,FROM SR-60 EB,13,0,0,0,0,0,701150,0.0,1854.1
15025000,Pinellas,0.0,0.325,0.325,22000,ALUS-19/SR-60/SR-595,170,0,1,0,0,1,18007275,0.0,944.1
15025000,Pinellas,0.325,1.004,0.679,13500,CLEVELAND ST,121,0,4,0,0,2,23085830,0.0,524.1
15025000,Pinellas,1.004,1.592,0.588,12700,PALMETTO ST,58,0,3,0,0,1,18807151,0.0,308.4
15000134,Pinellas,0.0,0.691,0.691,3500,SR-699/GULF BLVD,17,0,1,0,0,1,6090992,0.0,279.1
15000134,Pinellas,0.691,0.802,0.111,2200,73 AVE,4,0,0,0,0,0,615018,0.0,650.4
15000296,Pinellas,0.0,0.924,0.924,5100,CR-1,20,0,0,0,0,0,11868179,0.0,168.5
15000072,Pinellas,0.186,0.36,0.174,1000,RELIGIOUS RETREAT,12,0,1,0,0,0,438219,0.0,2738.4
15002000,Pinellas,0.0,0.049,0.049,17000,I-275/SR-93,3,0,0,0,0,0,2097910,0.0,143.0
15002000,Pinellas,0.705,0.91,0.205,25500,N/A,5,0,0,0,0,0,13165459,0.0,38.0
15002000,Pinellas,0.91,1.166,0.256,25500,Bridge No-150145,21,0,1,0,0,0,16440768,0.0,127.7
15002000,Pinellas,1.166,1.22,0.054,15000,SR-595/5 AVE N,2,0,0,0,0,0,2039985,0.0,98.0
15000329,Pinellas,0.0,0.386,0.386,6100,ARKANSAS AV NE,4,0,0,0,0,0,5930060,0.0,67.5
15000291,Pinellas,0.0,2.044,2.044,6800,28 ST S,111,0,5,0,0,3,35005135,0.0,317.1
15000446,Pinellas,0.0,0.019,0.019,13500,CAUSEWAY BLVD,21,0,0,0,0,0,645995,0.0,3250.8
15000446,Pinellas,0.019,0.053,0.034,31500,N/A,1,0,0,0,0,0,2697314,0.0,37.1
15000446,Pinellas,0.053,0.074,0.021,13500,N/A,0,0,0,0,0,0,713995,0.0,0.0
15000060,Pinellas,0.0,2.6,2.6,6400,MYRTLE AVE,116,0,2,0,0,0,41907840,0.0,276.8
15000037,Pinellas,0.0,0.665,0.665,1100,EDGEWATER R,9,0,0,0,0,0,1842283,0.0,488.5
15000037,Pinellas,0.748,1.0,0.252,850,NEW YORK AVE,3,0,0,0,0,0,539463,0.0,556.1
15000322,Pinellas,0.0,0.062,0.062,9300,1 AVE S,16,0,0,0,0,0,1452167,0.0,1101.8
15000461,Pinellas,0.0,0.51,0.51,2800,4 ST N,10,0,0,0,0,0,3596418,0.0,278.1
15000461,Pinellas,0.51,1.037,0.527,2000,DR MLK JR ST N,9,0,2,0,0,1,2654499,0.0,339.0
15000106,Pinellas,0.0,2.98,2.98,5900,SR-693/66 ST N,450,0,18,0,0,13,44280267,0.0,1016.3
15000441,Pinellas,0.0,0.643,0.643,3000,FORELOCK RD,4,0,0,0,0,0,4858186,0.0,82.3
15000505,Pinellas,0.0,0.683,0.683,2900,DANIEL ST,0,0,0,0,0,0,4988393,0.0,0.0
15000422,Pinellas,0.0,0.782,0.782,4100,CR-501/BELCHER RD,14,0,0,0,0,0,8074815,0.0,173.4
15000069,Pinellas,0.0,0.803,0.803,13500,SIDEWALK TO PIER,169,0,1,0,0,0,27301799,0.0,619.0
15000069,Pinellas,0.803,1.796,0.993,750,N/A,8,0,0,0,0,0,1875653,0.0,426.5
15000501,Pinellas,0.0,0.3,0.3,4300,LANDMARK DR,0,0,0,0,0,0,3248865,0.0,0.0
15020100,Pinellas,0.0,0.123,0.123,1600,BAYWOOD DR N,0,0,0,0,0,0,495641,0.0,0.0
15000306,Pinellas,0.0,1.246,1.246,4300,US-19,24,0,2,0,0,2,13493619,0.0,177.9
15000030,Pinellas,0.0,1.274,1.274,2000,BELTREES ST,22,0,0,0,0,0,6417138,0.0,342.8
15000294,Pinellas,0.0,0.109,0.109,10700,US-19,20,0,0,0,0,0,2937327,0.0,680.9
15000294,Pinellas,0.554,0.733,0.179,4200,SKY HARBOR ESTATES,15,0,1,0,0,0,1893408,0.0,792.2
15000487,Pinellas,0.0,0.568,0.568,2150,238F FROM MISTY P CT,0,0,0,0,0,0,3075592,0.0,0.0
15000257,Pinellas,0.0,0.205,0.205,9300,CENTRAL AVE,44,0,1,0,0,0,4801520,0.0,916.4
15000424,Pinellas,0.0,0.413,0.413,4200,CR-611/EAST LAKE RD,19,0,0,0,0,0,4368590,0.0,434.9
15000021,Pinellas,0.0,0.759,0.759,5000,ORANGE ST,109,0,3,0,0,2,9557708,0.0,1140.4
15000301,Pinellas,0.0,0.15,0.15,2700,DEAD END/CUL DE SAC,2,0,0,0,0,0,1019992,0.0,196.1
15000486,Pinellas,0.0,0.25,0.25,3600,PELICAN DR S,0,0,0,0,0,0,2266650,0.0,0.0
15000156,Pinellas,0.0,0.186,0.186,2900,4 ST S,33,0,2,0,0,2,1358479,0.0,2429.2
15000279,Pinellas,0.0,0.905,0.905,1200,CR-1,0,0,0,0,0,0,2735091,0.0,0.0
15000440,Pinellas,0.0,1.776,1.776,11500,CR-95,71,0,2,0,0,1,51437844,0.0,138.0
15000404,Pinellas,0.0,0.439,0.439,3700,CR-611/49 ST N,15,0,1,0,0,1,4090800,0.0,366.7
15000404,Pinellas,0.993,1.255,0.262,2700,N/A,3,0,0,0,0,0,1781587,0.0,168.4
15000077,Pinellas,0.0,1.009,1.009,4600,8 AVE SW,24,0,0,0,0,0,11689366,0.0,205.3
15000171,Pinellas,0.0,0.249,0.249,1550,9 AVE N,5,0,0,0,0,0,972015,0.0,514.4
15000018,Pinellas,0.0,0.529,0.529,5000,N GULF DR,16,0,0,0,0,0,6661432,0.0,240.2
15000115,Pinellas,0.0,5.761,5.761,5400,66 ST N,481,0,12,0,0,6,78349024,0.0,613.9
15000089,Pinellas,0.0,1.013,1.013,6700,SR-688/WALSINGHAM RD,19,0,1,0,0,1,17093311,0.0,111.2
15000443,Pinellas,0.0,0.686,0.686,3700,EAST LAKE BUS,13,0,0,0,0,0,6392457,0.0,203.4
15009000,Pinellas,0.0,1.296,1.296,14600,BAYSHORE BLVD,80,0,1,0,0,1,47654050,0.0,167.9
15009000,Pinellas,2.063,2.581,0.518,26000,N/A,135,0,1,0,0,0,33919158,0.0,398.0
15009000,Pinellas,2.581,3.839,1.258,31500,US-19/SR-55,217,0,13,0,0,10,99800600,0.0,217.4
15009000,Pinellas,3.839,4.395,0.556,32000,COUNTRYSIDE BLVD,113,0,2,0,0,1,44809152,0.0,252.2
15009000,Pinellas,4.395,5.312,0.917,19900,CR611/MCMULLEN BOOTH,122,0,6,0,0,6,45958344,0.0,265.5
15000067,Pinellas,0.0,1.153,1.153,3400,INDIAN ROCKS RD,55,0,0,0,0,0,9873024,0.0,557.1
15000067,Pinellas,1.153,1.921,0.768,3400,US19A/SR651/MISSOURI,14,0,0,0,0,0,6576307,0.0,212.9
15000454,Pinellas,0.0,0.08,0.08,1600,N HERCULES AVE,0,0,0,0,0,0,322368,0.0,0.0
15000408,Pinellas,0.0,0.29,0.29,1900,118TH AVE,3,0,0,0,0,0,1387694,0.0,216.2
15000408,Pinellas,0.378,1.017,0.639,1900,N/A,8,0,0,0,0,0,3057711,0.0,261.6
15000502,Pinellas,0.0,0.662,0.662,2600,NO. GANDY BL,0,0,0,0,0,0,4334842,0.0,0.0
15000183,Pinellas,0.0,2.816,2.816,3800,DR MLK JR ST N,102,0,2,0,0,1,26949965,0.0,378.5
15035000,Pinellas,0.0,0.706,0.706,16250,CR-611/49 ST,2,0,0,0,0,0,28893491,0.0,6.9
15035000,Pinellas,0.706,3.694,2.988,32500,SR-686/ROOSEVELT BLV,28,0,0,0,0,0,244571535,0.0,11.4
15000102,Pinellas,0.0,0.693,0.693,9600,THE ATHENIAN ACADEMY,28,0,1,0,0,0,16755077,0.0,167.1
15000286,Pinellas,0.0,0.711,0.711,3600,US-19,11,0,0,0,0,0,6446353,0.0,170.6
15002002,Pinellas,0.0,0.039,0.039,7900,I-375 / SR-592,1,0,1,0,0,1,775950,0.0,128.9
15035003,Pinellas,0.0,0.286,0.286,24500,SR-686 EB,2,0,0,0,0,0,17647129,0.0,11.3
15000403,Pinellas,0.0,0.889,0.889,4900,66 ST N,31,0,3,0,0,2,10970838,0.0,282.6
15000403,Pinellas,1.067,1.764,0.697,4900,N/A,0,0,0,0,0,0,8601433,0.0,0.0
15000496,Pinellas,0.0,0.777,0.777,2150,END OF PAVEMENT,0,0,0,0,0,0,4207280,0.0,0.0
15000189,Pinellas,0.0,0.198,0.198,1200,CR-611 NB,2,0,0,0,0,0,598396,0.0,334.2
15000324,Pinellas,0.217,1.037,0.82,27500,SR-694F / GANDY BLVD,71,0,1,0,0,0,56792175,0.0,125.0
15000472,Pinellas,0.0,1.188,1.188,6700,SR-584/TAMPA RD,0,0,0,0,0,0,20046253,0.0,0.0
15000338,Pinellas,0.0,0.891,0.891,13900,VIRGINIA AVE,59,0,0,0,0,0,31191371,0.0,189.2
15000218,Pinellas,0.0,1.871,1.871,3100,26 AV S,192,0,5,0,0,5,14607552,0.0,1314.4
15000311,Pinellas,0.0,0.19,0.19,1700,3RD ST S / SR-687,16,0,1,0,0,1,813476,0.0,1966.9
15000311,Pinellas,0.19,0.51,0.32,3400,1 ST S,42,0,0,0,0,0,2740128,0.0,1532.8
15000311,Pinellas,0.51,0.546,0.036,1700,1 ST S,7,0,0,0,0,0,154132,0.0,4541.6
15000311,Pinellas,0.546,0.606,0.06,4900,1 AVE S,3,0,0,0,0,0,740439,0.0,405.2
15000311,Pinellas,0.606,1.06,0.454,4900,CENTRAL AVE SE,71,0,1,0,0,1,5602655,0.0,1267.3
15000274,Pinellas,0.0,2.38,2.38,4600,31 ST S,22,0,1,0,0,1,27572538,0.0,79.8
15000475,Pinellas,0.0,0.659,0.659,2600,41 ST S,0,0,0,0,0,0,4315198,0.0,0.0
15000055,Pinellas,0.0,4.526,4.526,8200,INDIAN ROCKS BLVD,265,0,9,0,0,3,93469594,0.0,283.5
15000427,Pinellas,0.0,1.723,1.723,1400,LAKEFRONT DR,5,0,0,0,0,0,6075126,0.0,82.3
15003003,Pinellas,0.0,0.062,0.062,4800,I-175 / SR-594,1,0,0,0,0,0,749506,0.0,133.4
15000339,Pinellas,0.0,0.763,0.763,5100,130 AVE,19,0,0,0,0,0,9800239,0.0,193.9
15000036,Pinellas,0.0,0.127,0.127,5300,HIGHLAND AVE,4,0,0,0,0,0,1695202,0.0,236.0
15000036,Pinellas,0.127,2.391,2.264,7000,MILWAUKEE AVE,94,0,4,0,0,2,39913188,0.0,235.5
15000198,Pinellas,0.0,0.509,0.509,3400,VIRGINIA ST,9,0,2,0,0,2,4358516,0.0,206.5
15000320,Pinellas,2.713,3.745,1.032,5200,5 AVE S,138,0,6,0,0,4,13515278,0.0,1021.1
15000473,Pinellas,0.0,0.894,0.894,3700,GSP WAREHOUSE ACCESS,0,0,0,0,0,0,8330694,0.0,0.0
15000271,Pinellas,0.0,0.496,0.496,5200,ULMERTON RD/SR -688,12,0,0,0,0,0,6495715,0.0,184.7
15000426,Pinellas,0.0,0.818,0.818,1500,LANSBROOK PKWY,4,0,0,0,0,0,3090200,0.0,129.4
15000516,Pinellas,0.0,0.76,0.76,1500,RIDGEMOOR BLVD,0,0,0,0,0,0,2871090,0.0,0.0
15010003,Pinellas,0.0,0.724,0.724,11000,US-19ALT/ SR-595 / T,34,0,1,0,0,1,20057334,0.0,169.5
15000401,Pinellas,0.0,0.716,0.716,31500,UNDERPASS 150257,197,0,3,0,0,2,56802249,0.0,346.8
15000118,Pinellas,0.0,1.544,1.544,8200,DUHME RD,92,0,1,0,0,1,31886225,0.0,288.5
15000438,Pinellas,0.0,1.706,1.706,21500,CR-611/EAST LAKE RD,94,0,2,0,0,1,92376062,0.0,101.8
15000510,Pinellas,0.0,0.682,0.682,4500,CR-1/STARKEY RD,0,0,0,0,0,0,7729277,0.0,0.0
15000083,Pinellas,0.0,1.38,1.38,3700,INDIAN ROCKS RD,72,0,3,0,0,1,12859461,0.0,559.9
15035005,Pinellas,0.059,0.189,0.13,3100,SR-686 WB,6,0,0,0,0,0,1014956,0.0,591.2
15000253,Pinellas,0.0,4.959,4.959,9000,PINELLAS POINT DR S,691,0,22,0,0,15,112403174,0.0,614.8
15000318,Pinellas,0.0,0.251,0.251,4600,US1-9/SR-55/34 ST S,35,0,0,0,0,0,2907860,0.0,1203.6
15000471,Pinellas,0.0,1.115,1.115,5000,US-19,0,0,0,0,0,0,14040638,0.0,0.0
15000435,Pinellas,0.0,0.746,0.746,7900,EAST LAKE RD,42,0,1,0,0,1,14842528,0.0,283.0
15003001,Pinellas,0.0,0.057,0.057,9300,I-175/SR-594 EB,0,0,0,0,0,0,1335057,0.0,0.0
15035023,Pinellas,0.0,0.037,0.037,12000,RAMP,0,0,0,0,0,0,1118214,0.0,0.0
15000331,Pinellas,0.0,0.503,0.503,6400,PINELLAS POINT DR S,16,0,0,0,0,0,8107555,0.0,197.3
15000216,Pinellas,0.0,0.499,0.499,1550,US-19 / SR-55 / 34 S,39,0,1,0,0,0,1947934,0.0,2002.1
15000068,Pinellas,0.0,1.6,1.6,14000,SR-60/MEMORIAL CSWY,32,0,0,0,0,0,56414400,0.0,56.7
15000498,Pinellas,0.0,0.488,0.488,4200,SR-60/GULF TO BAY BL,0,0,0,0,0,0,5161918,0.0,0.0
15030055,Pinellas,0.0,0.226,0.226,1600,SR688/ROOSEVELT BLVD,6,0,1,0,0,0,910690,0.0,658.8
15000185,Pinellas,0.0,1.59,1.59,21000,US-19 NB FRONTAGE RD,263,0,5,0,0,3,84092715,0.0,312.8
15000313,Pinellas,0.0,0.189,0.189,400,US-19 / SR-595 / BAY,1,0,0,0,0,0,190399,0.0,525.2
15000041,Pinellas,0.0,0.763,0.763,5400,NURSERY RD,15,0,0,0,0,0,10376724,0.0,144.6
15000041,Pinellas,0.763,0.875,0.112,5400,SANDRA DR,0,0,0,0,0,0,1523189,0.0,0.0
15000041,Pinellas,0.875,1.369,0.494,5400,JEFFORDS ST,41,0,2,0,0,2,6718351,0.0,610.3
15000041,Pinellas,1.369,4.897,3.528,11000,GULF TO BAY BLVD,212,0,18,0,0,15,97737948,0.0,216.9
15000288,Pinellas,0.161,0.807,0.646,18000,Bridge No-154355,59,0,1,0,0,1,29285118,0.0,201.5
15000463,Pinellas,0.0,0.163,0.163,4800,CR296/BRYAN DAIRY RD,2,0,0,0,0,0,1970474,0.0,101.5
15000061,Pinellas,0.0,1.071,1.071,5000,S BELCHER RD,18,0,0,0,0,0,13486568,0.0,133.5
15000453,Pinellas,0.0,0.185,0.185,12000,49 ST N,24,0,2,0,0,1,5591070,0.0,429.3
15000509,Pinellas,0.0,0.614,0.614,4300,C576/SUNSET POINT RD,0,0,0,0,0,0,6649344,0.0,0.0
15010001,Pinellas,0.038,0.84,0.802,11000,13 AVE N,4,0,0,0,0,0,22218207,0.0,18.0
15000410,Pinellas,0.0,0.504,0.504,3800,71 ST N,25,0,0,0,0,0,4823431,0.0,518.3
15000033,Pinellas,0.0,1.046,1.046,14500,PALMETTO ST,152,0,6,0,0,5,38198090,0.0,397.9
15000489,Pinellas,0.0,0.351,0.351,8500,ENTERPRISE RD E,0,0,0,0,0,0,7513945,0.0,0.0
15000319,Pinellas,0.0,0.666,0.666,16500,8 ST S,67,0,1,0,0,1,27675796,0.0,242.1
15030056,Pinellas,0.0,0.078,0.078,1200,SR-688/ULMERTON RD,0,0,0,0,0,0,235732,0.0,0.0
15000143,Pinellas,0.0,0.538,0.538,1950,TRADE WINDS DR S,12,0,0,0,0,0,2642158,0.0,454.2
15000143,Pinellas,0.538,2.208,1.67,24500,24 AVE S,368,0,14,0,0,6,103044428,0.0,357.1
15000284,Pinellas,0.0,1.253,1.253,1950,S FLORIDA AVE,18,0,1,0,0,0,6153577,0.0,292.5
15000282,Pinellas,0.0,2.912,2.912,8500,ENTERPRISE RD E,56,0,2,0,0,2,62337912,0.0,89.8
15000467,Pinellas,0.0,1.062,1.062,1200,S GULVIEW BLVD,140,0,4,0,0,2,3209576,0.0,4361.9
15000450,Pinellas,0.0,0.526,0.526,1000,BRIDGE #155522,14,0,0,0,0,0,1324731,0.0,1056.8
15000511,Pinellas,0.0,0.615,0.615,4600,END OF PAVEMENT,0,0,0,0,0,0,7124836,0.0,0.0
15000405,Pinellas,0.0,0.863,0.863,3800,TO FRONTAGE RD,22,0,1,0,0,0,8259169,0.0,266.4
15000495,Pinellas,0.0,1.288,1.288,4900,FEATHER SOUND DR,0,0,0,0,0,0,15894757,0.0,0.0
15000215,Pinellas,0.0,0.755,0.755,3700,SR-688/ WAISINGHAM R,17,0,0,0,0,0,7035430,0.0,241.6
15000137,Pinellas,1.09,1.185,0.095,700,N/A,0,0,0,0,0,0,167480,0.0,0.0
15000262,Pinellas,0.0,1.7,1.7,5100,US-19 NB FRONTAGE RD,56,0,1,0,0,1,21835395,0.0,256.5
15000052,Pinellas,0.0,0.5,0.5,13000,SR-60/COURT ST,70,0,1,0,0,0,16370250,0.0,427.6
15035022,Pinellas,0.0,0.013,0.013,12000,SR-686,0,0,0,0,0,0,392886,0.0,0.0
15000250,Pinellas,0.0,0.252,0.252,2600,5 AVE N,29,0,0,0,0,0,1650121,0.0,1757.4
15000407,Pinellas,0.0,1.053,1.053,2500,38 AVE N,67,0,2,0,0,1,6629951,0.0,1010.6
15000034,Pinellas,0.0,1.66,1.66,4000,SUNSET POINT RD,38,0,2,0,0,0,16722840,0.0,227.2
15000087,Pinellas,0.0,4.281,4.281,5100,74 AVE N,217,0,3,0,0,2,54986662,0.0,394.6
15000429,Pinellas,0.0,1.1,1.1,1200,PINELLAS AVE,29,0,0,0,0,0,3324420,0.0,872.3
15000519,Pinellas,0.0,0.173,0.173,1800,LINN HARBOR CT,0,0,0,0,0,0,784261,0.0,0.0
15000220,Pinellas,0.0,0.09,0.09,17000,US-19/SR-595/5 AVE N,24,0,2,0,0,1,3853305,0.0,622.8
15000400,Pinellas,0.0,0.994,0.994,4500,66 ST N,37,0,1,0,0,0,11265250,0.0,328.4
15000031,Pinellas,0.0,1.895,1.895,6000,SUNSET POINT DR,68,0,3,0,0,2,28635345,0.0,237.5
15000488,Pinellas,0.0,0.181,0.181,2200,CR-611/E LAKE RD S,0,0,0,0,0,0,1002867,0.0,0.0
15000205,Pinellas,0.0,0.921,0.921,28000,RR CROSS# 918637-G,125,0,5,0,0,5,64947078,0.0,192.5
15000323,Pinellas,0.0,0.797,0.797,2000,77 AVE N,25,0,3,0,0,2,4014489,0.0,622.7
15000462,Pinellas,0.0,0.395,0.395,1300,GULF BLVD,8,0,0,0,0,0,1293250,0.0,618.6
15000100,Pinellas,0.0,2.588,2.588,5600,66 ST,221,0,4,0,0,3,36500117,0.0,605.5
15000436,Pinellas,0.0,0.39,0.39,2150,RIDGELINE BLVD,11,0,0,0,0,0,2111762,0.0,520.9
15000506,Pinellas,0.0,0.598,0.598,6700,CUTTY BAY CT,0,0,0,0,0,0,10090622,0.0,0.0
15000076,Pinellas,0.0,1.0,1.0,3100,INDIAN ROCKS RD,59,0,3,0,0,3,7807350,0.0,755.7
15000314,Pinellas,0.0,1.263,1.263,6100,21 AVE NE,53,0,1,0,0,1,19403280,0.0,273.1
15000314,Pinellas,1.263,1.625,0.362,9900,BEACH DR,89,0,0,0,0,0,9025800,0.0,986.1
15030101,Pinellas,0.0,0.125,0.125,9500,AVENTURA AT BAY PLAC,25,0,1,0,0,1,2990719,0.0,835.9
15000032,Pinellas,0.0,0.501,0.501,1000,PINELLAS POINT DR S,3,0,0,0,0,0,1261768,0.0,237.8
15000482,Pinellas,0.0,0.354,0.354,12000,DRIFTWOOD DR W,0,0,0,0,0,0,10698588,0.0,0.0
15000075,Pinellas,0.0,2.4,2.4,900,INDIAN ROCKS RD,202,0,1,0,0,1,5439960,0.0,3713.3
15000433,Pinellas,0.0,3.002,3.002,2100,118 ST,75,0,4,0,0,1,15877128,0.0,472.4
15000191,Pinellas,0.0,0.175,0.175,1200,CR-611 SB,6,0,0,0,0,0,528885,0.0,1134.5
15000464,Pinellas,0.0,0.386,0.386,4800,SR-693/66 ST N,22,0,0,0,0,0,4666277,0.0,471.5
15000098,Pinellas,0.0,0.389,0.389,10300,94 AVE N,18,0,4,0,0,3,10090874,0.0,178.4
15000292,Pinellas,0.0,0.854,0.854,1300,US-19A/BAYSHORE BLVD,5,0,0,0,0,0,2796039,0.0,178.8
15000292,Pinellas,0.854,1.166,0.312,800,PATRICIA AVE,3,0,0,0,0,0,628618,0.0,477.2
15035004,Pinellas,0.0,0.5,0.5,11500,I-275 SB RP 15190030,6,0,0,0,0,0,14481375,0.0,41.4
15010302,Pinellas,0.0,0.323,0.323,13500,SR-666/T STUART CSWY,1,0,0,0,0,0,10981919,0.0,9.1
15000413,Pinellas,0.0,1.029,1.029,4600,86 AVE N,37,0,0,0,0,0,11921068,0.0,310.4
15000054,Pinellas,0.0,1.01,1.01,6400,PINELLAS POINT DR,0,0,0,0,0,0,16279584,0.0,0.0
15000497,Pinellas,0.0,0.387,0.387,2300,N JASMINE AVE,0,0,0,0,0,0,2241717,0.0,0.0
15000485,Pinellas,0.0,0.505,0.505,2600,N HERCULES AVE,0,0,0,0,0,0,3306790,0.0,0.0
15000091,Pinellas,0.0,2.172,2.172,3400,90 AVENUE,106,0,2,0,0,1,18598619,0.0,569.9
15000442,Pinellas,0.0,1.69,1.69,350,E LAKE WOODLANDS PKY,18,0,0,0,0,0,1489693,0.0,1208.3
15000508,Pinellas,0.0,0.511,0.511,7900,RIDGEMOOR BLVD,0,0,0,0,0,0,10166933,0.0,0.0
15010002,Pinellas,0.0,0.573,0.573,11000,18 AVE N,3,0,0,0,0,0,15874105,0.0,18.9
15000402,Pinellas,0.0,1.509,1.509,4700,PARK BLVD,25,0,0,0,0,0,17861958,0.0,140.0
15035017,Pinellas,0.0,0.32,0.32,1600,RAMP,0,0,0,0,0,0,1289472,0.0,0.0
15010004,Pinellas,0.0,1.652,1.652,11000,80 ST N,30,0,0,0,0,0,45766182,0.0,65.6
15000190,Pinellas,0.0,0.195,0.195,1200,SR-60 EB,2,0,0,0,0,0,589329,0.0,339.4
15000304,Pinellas,0.0,0.747,0.747,4200,66 ST N,35,0,1,0,0,0,7901542,0.0,443.0
15000097,Pinellas,0.0,2.675,2.675,1700,PARK BLVD,50,0,2,0,0,2,11452879,0.0,436.6
15000281,Pinellas,0.0,1.192,1.192,5500,COUNTRYSIDE BLVD,25,0,1,0,0,1,16511286,0.0,151.4
15000430,Pinellas,0.0,0.83,0.83,600,BEG OF PAVEMENT,0,0,0,0,0,0,1254213,0.0,0.0
15000411,Pinellas,0.2,0.807,0.607,3700,34 ST N,0,0,0,0,0,0,5656299,0.0,0.0
15000499,Pinellas,0.0,1.003,1.003,4900,SR-688/ULMERTON RD,0,0,0,0,0,0,12377672,0.0,0.0
15000325,Pinellas,0.0,0.188,0.188,60000,15241001 WB ON,0,0,0,0,0,0,28408680,0.0,0.0
15000481,Pinellas,0.0,1.01,1.01,3700,MICHAELS CIR,0,0,0,0,0,0,9411634,0.0,0.0
15000119,Pinellas,0.0,4.618,4.618,20000,BELCHER RD,600,0,27,0,0,22,232608660,0.0,257.9
15000298,Pinellas,0.0,2.307,2.307,2200,CR-611/EAST LAKE RD,25,0,3,0,0,2,12782395,0.0,195.6
15000439,Pinellas,0.0,0.598,0.598,3000,TARPON LAKE BLVD,12,0,1,0,0,0,4518189,0.0,265.6
15000512,Pinellas,0.0,0.714,0.714,6700,MAPLELEAF BLVD,0,0,0,0,0,0,12048000,0.0,0.0
15000165,Pinellas,0.0,1.73,1.73,21000,16 ST N,357,0,8,0,0,7,91497105,0.0,390.2
15000302,Pinellas,0.0,1.058,1.058,7200,FRONTAGE RD SB,36,0,1,0,0,1,19184926,0.0,187.6
15000124,Pinellas,0.0,2.967,2.967,300,49 ST S,149,0,5,0,0,1,2241717,0.0,6646.7
15000270,Pinellas,0.0,1.115,1.115,1800,USALT19/PINELLAS AVE,41,0,0,0,0,0,5054630,0.0,811.1
15000066,Pinellas,0.0,4.047,4.047,11000,SR-686/EAST BAY DR,428,0,12,0,0,7,112116064,0.0,381.7
15000448,Pinellas,0.0,0.075,0.075,31500,PIER 60 2ND CROSSWAL,36,0,0,0,0,0,5949956,0.0,605.0
15000448,Pinellas,0.075,0.212,0.137,31500,N/A,80,0,0,0,0,0,10868587,0.0,736.1
15003004,Pinellas,0.0,0.097,0.097,5200,6 ST S,4,0,0,0,0,0,1270331,0.0,314.9
15035018,Pinellas,0.0,0.225,0.225,12000,RAMP,0,0,0,0,0,0,6799950,0.0,0.0
15000251,Pinellas,0.0,1.17,1.17,4100,CENTRAL PARK DR,19,0,1,0,0,1,12081244,0.0,157.3
15000334,Pinellas,0.0,0.38,0.38,5600,MCMULLEN RD,12,0,0,0,0,0,5359368,0.0,223.9
15000203,Pinellas,0.0,0.25,0.25,2050,US-19A/SR-595,9,0,2,0,0,0,1290731,0.0,697.3
15000272,Pinellas,2.966,4.032,1.066,6200,15150400 FRNT RD SB,45,0,3,0,0,2,16645270,0.0,270.3
15035006,Pinellas,0.0,0.23,0.23,2100,118 AVE N,6,0,1,0,0,1,1216436,0.0,493.2
15000415,Pinellas,0.0,0.521,0.521,1750,SR-694/PARK BLVD,18,0,0,0,0,0,2296242,0.0,783.9
15000051,Pinellas,0.0,2.098,2.098,5800,GULF TO BAY BLVD,113,0,3,0,0,1,30646115,0.0,368.7
15000494,Pinellas,0.0,0.557,0.557,4200,SR-60/GULF TO BAY BL,0,0,0,0,0,0,5891779,0.0,0.0
15030102,Pinellas,0.0,0.108,0.108,12000,N FRONTAGE RD,7,0,0,0,0,0,3263976,0.0,214.5
15000491,Pinellas,0.0,0.857,0.857,4500,UNSIGNED,0,0,0,0,0,0,9712595,0.0,0.0
15000255,Pinellas,0.0,2.067,2.067,6800,SR-688 / ULMERTON RD,76,0,4,0,0,4,35399029,0.0,214.7
15000477,Pinellas,0.0,1.22,1.22,3300,RACETRACK RD,0,0,0,0,0,0,10139481,0.0,0.0
15000125,Pinellas,0.0,1.416,1.416,1000,PALM BLVD,6,0,1,0,0,1,3566196,0.0,168.2
15000300,Pinellas,0.0,0.253,0.253,4300,UNNAMED RD,4,0,0,0,0,0,2739876,0.0,146.0
15000431,Pinellas,0.0,0.221,0.221,2800,74 AVE N,7,0,0,0,0,0,1558448,0.0,449.2
15003002,Pinellas,0.0,0.122,0.122,6300,MLK ST S SB,1,0,0,0,0,0,1935719,0.0,51.7
15000332,Pinellas,0.0,0.421,0.421,1000,DEMARET DR,1,0,0,0,0,0,1060288,0.0,94.3
