roadway,county,begin_post,end_post,length_mi,aadt,description,crashes,deaths,serious,ped_deaths,occ_deaths,occ_serious,vmt_period,deaths_per_100M_vmt,crashes_per_100M_vmt
10000222,Hillsborough,0.0,2.188,2.188,31000,PALM RIVER RD,408,1,17,1,0,13,170824818,0.585,238.8
14140000,Pasco,4.848,11.477,6.629,113000,14140001 SB ON,702,11,62,0,9,57,1886550424,0.583,37.2
10270118,Hillsborough,0.396,1.642,1.246,55000,N/A,95,1,3,1,0,2,172592805,0.579,55.0
10680000,Hillsborough,0.0,1.611,1.611,43000,DICKMAN RD,74,1,4,0,1,3,174464050,0.573,42.4
15120000,Pinellas,2.25,4.035,1.785,39000,WALSINGHAM RD,354,1,15,0,0,10,175325378,0.57,201.9
10075000,Hillsborough,27.118,31.196,4.078,171500,Bridge No-100393,1311,10,39,2,7,35,1761380975,0.568,74.4
14030000,Pasco,3.028,4.176,1.148,61000,SR-54,833,1,26,0,0,17,176365518,0.567,472.3
10000087,Hillsborough,0.0,3.749,3.749,56000,US-301,598,3,23,1,1,16,528743964,0.567,113.1
15000186,Pinellas,0.0,6.246,6.246,70000,110 AVE,738,6,22,2,2,15,1101138570,0.545,67.0
10580000,Hillsborough,0.0,9.91,9.91,7400,N TAYLOR RD,186,1,6,0,0,3,184691679,0.541,100.7
10000019,Hillsborough,0.0,8.409,8.409,17600,LITHIA PINECREST RD,257,2,11,0,1,5,372733970,0.537,68.9
14000112,Pasco,0.0,4.78,4.78,15600,SR-54,224,1,12,0,0,8,187799508,0.532,119.3
10075000,Hillsborough,32.305,36.252,3.947,135000,Bridge No-100420,616,7,22,3,3,19,1341970133,0.522,45.9
10320000,Hillsborough,5.008,6.517,1.509,153000,Bridge No-100226,841,3,11,2,1,10,581463725,0.516,144.6
08470000,Hernando,7.258,18.653,11.395,13600,N/A,76,2,18,0,2,17,390296982,0.512,19.5
10000370,Hillsborough,0.0,4.743,4.743,33000,FISHHAWK BLVD,433,2,17,0,0,14,394193102,0.507,109.8
15150000,Pinellas,14.411,15.306,0.895,89000,Bridge No-150192,43,1,2,0,1,2,200611117,0.498,21.4
10075000,Hillsborough,36.252,39.854,3.602,111500,Bridge No-100838,405,5,14,2,3,12,1011487525,0.494,40.0
10150000,Hillsborough,3.46,4.849,1.389,58000,W LONGBOAT BLVD,599,1,15,0,1,11,202895397,0.493,295.2
14091000,Pasco,5.437,7.493,2.056,39500,MANSFIELD BLVD,411,1,19,1,0,17,204532422,0.489,200.9
10320000,Hillsborough,8.814,16.021,7.207,80000,Bridge No-100238,601,7,39,0,5,37,1452066360,0.482,41.4
10000137,Hillsborough,0.0,3.324,3.324,25000,N ARMENIA AVE,1133,1,18,0,0,8,209287350,0.478,541.4
15190900,Pinellas,0.0,1.196,1.196,69651,1774 FT N OF BR 214,187,1,13,0,0,10,209797588,0.477,89.1
14140000,Pasco,1.358,4.848,3.49,144249,N/A,1021,6,60,0,4,59,1267885962,0.473,80.5
10000607,Hillsborough,0.0,4.543,4.543,37000,BRUCE B DOWNS BLVD,508,2,10,0,2,10,423337184,0.472,120.0
10190000,Hillsborough,21.163,24.713,3.55,145000,Bridge No-100614,1234,6,29,1,5,23,1296397875,0.463,95.2
10590000,Hillsborough,7.468,11.528,4.06,64000,10075367 SB ON,1511,3,13,2,1,11,654407040,0.458,230.9
10470000,Hillsborough,5.72,7.783,2.063,86300,Bridge No-100540,250,2,25,0,0,23,448385933,0.446,55.8
10160000,Hillsborough,4.818,6.167,1.349,66000,SOUTH VILLAGE DR,733,1,17,0,1,10,224232129,0.446,326.9
14000118,Pasco,0.468,2.475,2.007,44500,ARONWOOD BLVD,71,1,4,0,1,3,224931013,0.445,31.6
10320000,Hillsborough,2.452,3.47,1.018,176000,Bridge No-100211,1139,2,10,0,2,10,451234608,0.443,252.4
10075000,Hillsborough,25.671,27.118,1.447,186000,N/A,694,3,10,1,2,7,677834127,0.443,102.4
15190000,Pinellas,10.565,12.477,1.912,141000,Bridge No-150100,629,3,13,0,2,11,678967452,0.442,92.6
10511000,Hillsborough,0.0,3.915,3.915,23000,LIVINGSTON AVE,200,1,6,1,0,6,226778332,0.441,88.2
15061000,Pinellas,2.693,4.95,2.257,40000,CR-694/PARK BLVD N,843,1,29,1,0,20,227370180,0.44,370.8
14120000,Pasco,17.823,21.393,3.57,25500,CR-583/EHREN CUTOFF,101,1,7,0,1,7,229271648,0.436,44.1
14120000,Pasco,12.438,17.823,5.385,17000,US41/SR45/LANDOLKS B,229,1,16,0,1,14,230556082,0.434,99.3
10000645,Hillsborough,0.0,2.693,2.693,34000,CITRUS PARK DR,601,1,20,0,0,16,230598897,0.434,260.6
10821000,Hillsborough,4.007,6.524,2.517,36500,CR-583/N 56 ST,368,1,8,0,1,7,231375854,0.432,159.0
15190000,Pinellas,8.365,10.565,2.2,169000,54 AVE N,1187,4,22,0,4,19,936378300,0.427,126.8
10190000,Hillsborough,27.982,28.673,0.691,135000,N/A,376,1,24,1,0,23,234938272,0.426,160.0
10000179,Hillsborough,0.0,5.037,5.037,18500,DEER CHASE DR,241,1,21,0,0,18,234685163,0.426,102.7
10470000,Hillsborough,4.551,5.72,1.169,80200,N/A,119,1,11,0,0,11,236118945,0.424,50.4
10470000,Hillsborough,1.094,2.06,0.966,100700,Bridge No-100516,224,1,14,0,0,11,244990110,0.408,91.4
15150000,Pinellas,18.332,19.845,1.513,131000,Bridge No-150260,362,2,16,0,2,10,499174255,0.401,72.5
15170000,Pinellas,4.247,8.535,4.288,69651,N END OF NEW BRIDGE,475,3,13,0,3,12,752183995,0.399,63.1
15150000,Pinellas,16.803,18.332,1.529,131000,Bridge No-150273,525,2,10,0,2,8,504453032,0.396,104.1
15070500,Pinellas,0.0,4.236,4.236,25000,SR-580/MAIN ST,263,1,15,0,1,11,266709150,0.375,98.6
14010000,Pasco,6.653,9.868,3.215,33000,WILDERNESS LAKE BLVD,457,1,30,0,0,28,267200258,0.374,171.0
10160000,Hillsborough,9.539,11.628,2.089,52500,N/A,425,1,11,1,0,7,276210191,0.362,153.9
15190000,Pinellas,4.506,5.27,0.764,144000,Bridge No-150121,190,1,11,0,1,10,277075296,0.361,68.6
10190000,Hillsborough,3.836,4.339,0.503,220000,Bridge No-100825,411,1,5,0,1,5,278697210,0.359,147.5
10190000,Hillsborough,3.257,3.836,0.579,198000,Bridge No-100817,290,1,4,0,0,4,288725877,0.346,100.4
10320000,Hillsborough,0.708,1.441,0.733,166000,Bridge No-100201,1231,1,21,1,0,18,306446043,0.326,401.7
10075000,Hillsborough,0.0,6.473,6.473,95000,MANATEE CO LINE,651,5,22,3,2,20,1548713798,0.323,42.0
10190000,Hillsborough,8.435,10.533,2.098,178000,Bridge No-100658,1220,3,15,0,1,13,940518714,0.319,129.7
10190000,Hillsborough,12.006,12.858,0.852,146000,Bridge No-100586,347,1,8,0,0,8,313281252,0.319,110.8
10524000,Hillsborough,0.0,4.08,4.08,31500,GUNN HWY,664,1,14,1,0,7,323677620,0.309,205.1
10190000,Hillsborough,6.85,7.362,0.512,252000,Bridge No-100138,799,1,8,0,1,6,324946944,0.308,245.9
15150000,Pinellas,20.417,22.551,2.134,124500,Bridge No-150246,299,2,11,0,1,9,669122635,0.299,44.7
10075000,Hillsborough,13.089,16.508,3.419,157000,N/A,1030,4,34,2,1,32,1351887985,0.296,76.2
10075000,Hillsborough,22.862,25.671,2.809,145000,N/A,1186,3,23,1,2,20,1025797643,0.292,115.6
14571000,Pasco,4.427,6.515,2.088,65500,CYPRESS RANCH BLVD,399,1,16,0,0,12,344440134,0.29,115.8
15000305,Pinellas,0.0,5.537,5.537,25000,CR-576 / SUNSET POIN,445,1,21,0,1,15,348623362,0.287,127.6
15517000,Pinellas,0.038,2.082,2.044,69000,NORTH SIDE BR#154266,282,1,8,0,0,4,355199166,0.282,79.4
10190000,Hillsborough,29.866,32.836,2.97,151000,Bridge No-100607,694,3,17,1,2,12,1129471695,0.266,61.4
14470000,Pasco,11.08,19.865,8.785,34500,Bridge No-140083,189,2,16,0,1,12,763313276,0.262,24.8
10320000,Hillsborough,3.47,4.311,0.841,183000,Bridge No-100215,838,1,12,0,1,11,387604705,0.258,216.2
15000316,Pinellas,0.0,4.524,4.524,34500,31 ST N,1090,1,28,0,0,25,393082443,0.254,277.3
10075000,Hillsborough,31.196,32.305,1.109,142000,Bridge No-100403,447,1,9,0,1,6,396608343,0.252,112.7
10190000,Hillsborough,13.947,15.88,1.933,164500,US-301/SR-43,700,2,9,0,2,6,800828852,0.25,87.4
10002000,Hillsborough,11.126,12.982,1.856,95000,Bridge No-100459,229,1,8,0,1,7,444061920,0.225,51.6
15190000,Pinellas,14.379,19.655,5.276,174000,4 ST N,1302,5,46,1,3,38,2312043444,0.216,56.3
15190000,Pinellas,7.322,8.365,1.043,180000,Bridge No-150092,683,1,9,0,1,7,472823190,0.211,144.5
10002000,Hillsborough,9.13,11.126,1.996,98500,Bridge No-100453,171,1,4,0,1,3,495152211,0.202,34.5
10590000,Hillsborough,3.809,7.468,3.659,54500,SKIPPER RD,811,1,13,0,1,9,502227937,0.199,161.5
15000019,Pinellas,0.0,3.096,3.096,130000,US-19,79,2,4,0,2,4,1013645880,0.197,7.8
14550000,Pasco,0.021,10.5,10.479,19700,SR-54,288,1,28,0,1,25,519909822,0.192,55.4
08150000,Hernando,7.054,11.468,4.414,47500,Bridge No-080086,262,1,17,0,0,17,528041302,0.189,49.6
10470000,Hillsborough,12.82,16.052,3.232,65900,Bridge No-100627,235,1,14,1,0,13,536412293,0.186,43.8
10470000,Hillsborough,2.06,4.127,2.067,107090,Bridge No-100520,377,1,46,0,1,41,557482643,0.179,67.6
08150000,Hernando,0.0,7.054,7.054,71500,PASCO CO LINE,391,2,36,0,1,34,1270233178,0.157,30.8
15170001,Pinellas,0.0,4.143,4.143,69651,BEG BR# 150189,247,1,6,0,0,2,726748668,0.138,34.0
14470000,Pasco,1.28,11.08,9.8,55300,Bridge No-140073,549,1,36,0,1,33,1364875890,0.073,40.2
02000016,Citrus,0.0,4.366,4.366,10600,S SUNCOAST BLVD,94,0,6,0,0,5,116555173,0.0,80.6
14000242,Pasco,0.0,5.991,5.991,13700,DECUBELLIS RD,0,0,0,0,0,0,206710169,0.0,0.0
14140008,Pasco,0.0,0.119,0.119,4500,SR-52 WB,3,0,1,0,0,1,1348657,0.0,222.4
14140008,Pasco,0.119,0.219,0.1,4500,N/A,0,0,0,0,0,0,1133325,0.0,0.0
14000061,Pasco,8.077,9.652,1.575,18200,HAYS RD,22,0,2,0,0,2,72192802,0.0,30.5
02010000,Citrus,0.0,1.14,1.14,4200,HERNANDO CO LINE,13,0,0,0,0,0,12058578,0.0,107.8
02010000,Citrus,1.14,4.651,3.511,6500,E OAK FOREST ST,48,0,5,0,0,5,57475948,0.0,83.5
02010000,Citrus,11.052,11.685,0.633,16400,N/A,100,0,4,0,0,4,26145052,0.0,382.5
02010000,Citrus,12.72,13.136,0.416,40000,N/A,210,0,2,0,0,0,41907840,0.0,501.1
02010000,Citrus,13.136,13.177,0.041,7000,US-41,0,0,0,0,0,0,722810,0.0,0.0
02010000,Citrus,14.041,16.531,2.49,16000,PARKSIDE AVE,131,0,6,0,0,5,100337040,0.0,130.6
02010000,Citrus,18.1,18.475,0.375,19900,E PARSONS POINT,115,0,5,0,0,4,18794306,0.0,611.9
02010000,Citrus,29.816,30.062,0.246,21500,N/A,24,0,0,0,0,0,13320347,0.0,180.2
14000216,Pasco,0.0,0.387,0.387,850,JOHNSTON RD,0,0,0,0,0,0,828461,0.0,0.0
14000128,Pasco,0.0,0.134,0.134,4600,HUDSON AVE,4,0,0,0,0,0,1552403,0.0,257.7
14000128,Pasco,0.134,0.157,0.023,5500,N/A,6,0,0,0,0,0,318590,0.0,1883.3
15000013,Pinellas,0.0,0.109,0.109,2700,CR-611/49 ST,2,0,1,0,0,0,741195,0.0,269.8
14050200,Pasco,0.0,0.374,0.374,1600,FRONTAGE RD,0,0,0,0,0,0,1507070,0.0,0.0
14090000,Pasco,11.635,11.912,0.277,30000,CR-577/CURLEY RD,42,0,2,0,0,2,20928735,0.0,200.7
14090000,Pasco,11.912,12.313,0.401,15000,N/A,30,0,7,0,0,7,15148777,0.0,198.0
14090000,Pasco,19.334,20.286,0.952,14600,N/A,180,0,10,0,0,5,35005135,0.0,514.2
14570000,Pasco,5.125,5.137,0.012,51500,N/A,0,0,0,0,0,0,1556433,0.0,0.0
14000102,Pasco,0.0,0.477,0.477,14900,SR-54,0,0,0,0,0,0,17899735,0.0,0.0
02470004,Citrus,0.0,0.431,0.431,450,SR 589 SB,0,0,0,0,0,0,488463,0.0,0.0
02000069,Citrus,0.0,1.156,1.156,400,N RANCH HAND AVE,0,0,0,0,0,0,1164554,0.0,0.0
14050000,Pasco,4.425,4.936,0.511,18900,C AVE,151,0,6,0,0,1,24323421,0.0,620.8
14050000,Pasco,5.74,5.834,0.094,19400,6 ST,53,0,1,0,0,1,4592737,0.0,1154.0
14050000,Pasco,6.354,6.862,0.508,34000,CR-54,243,0,8,0,0,5,43499532,0.0,558.6
14050000,Pasco,13.476,14.152,0.676,16600,US-98/US-301/SR-533,107,0,4,0,0,2,28261600,0.0,378.6
14050000,Pasco,14.152,14.787,0.635,13500,SR-52/E MERIDIAN AVE,110,0,3,0,0,2,21589841,0.0,509.5
14050000,Pasco,14.787,14.976,0.189,27500,US-98/US-301/SR-533,91,0,3,0,0,3,13089904,0.0,695.2
14050000,Pasco,21.161,22.212,1.051,7800,SR-575,24,0,3,0,0,3,20646159,0.0,116.2
14140022,Pasco,0.0,0.235,0.235,8000,I-75/SR-93 SB,22,0,0,0,0,0,4734780,0.0,464.6
14000060,Pasco,0.0,2.265,2.265,18000,SR-52,53,0,5,0,0,5,102679245,0.0,51.6
02050000,Citrus,2.378,3.443,1.065,19500,N DUNKENFIELD AVE,134,0,3,0,0,0,52302949,0.0,256.2
02050000,Citrus,6.811,7.051,0.24,24000,CR490/W HOMOSASSA TL,63,0,2,0,0,1,14506560,0.0,434.3
02050000,Citrus,7.051,7.31,0.259,23042,S COUNTRY OAKS TER,80,0,2,0,0,2,15030101,0.0,532.3
02000028,Citrus,0.0,1.077,1.077,4100,S PLEASANT GROVE RD,20,0,1,0,0,0,11120940,0.0,179.8
14000243,Pasco,0.0,0.664,0.664,9800,ROSEATE DR,0,0,0,0,0,0,16388383,0.0,0.0
14000131,Pasco,0.0,0.602,0.602,8600,SEA FOREST DR,19,0,1,0,0,1,13038778,0.0,145.7
14140004,Pasco,0.0,0.246,0.246,8000,FROM CR-54 WB,7,0,0,0,0,0,4956408,0.0,141.2
14000169,Pasco,0.0,0.484,0.484,8400,EDWARD CT,0,0,0,0,0,0,10239214,0.0,0.0
14000196,Pasco,0.0,1.435,1.435,2500,MITCHELL BLVD,0,0,0,0,0,0,9035119,0.0,0.0
14000172,Pasco,0.0,0.159,0.159,7500,PRINCEWOOD LN,0,0,0,0,0,0,3003311,0.0,0.0
14000172,Pasco,0.159,0.965,0.806,7500,N/A,0,0,0,0,0,0,15224332,0.0,0.0
14000172,Pasco,0.965,1.175,0.21,7500,N/A,0,0,0,0,0,0,3966638,0.0,0.0
15000003,Pinellas,0.0,2.137,2.137,3500,HARBOR WATCH EXIT,17,0,0,0,0,0,18837121,0.0,90.2
14120000,Pasco,29.098,30.31,1.212,11600,CR-579/PROSPECT RD,42,0,8,0,0,7,35408095,0.0,118.6
14120000,Pasco,30.31,32.217,1.907,12700,VFW RD,110,0,4,0,0,3,60995300,0.0,180.3
14120000,Pasco,32.217,33.127,0.91,7900,CR-41/N 21 ST,86,0,2,0,0,1,18105497,0.0,475.0
14120000,Pasco,33.127,33.403,0.276,4200,N 7 ST,24,0,0,0,0,0,2919445,0.0,822.1
14140030,Pasco,0.0,0.539,0.539,14250,OVERPASS RD WB,0,0,0,0,0,0,19343969,0.0,0.0
14000105,Pasco,0.0,2.174,2.174,5600,DENTON AVE,26,0,7,0,0,5,30661226,0.0,84.8
02000064,Citrus,0.0,0.7,0.7,1850,E GOSPEL ISLAND RD,0,0,0,0,0,0,3261458,0.0,0.0
14000126,Pasco,0.0,2.492,2.492,44500,BEGINNING OF PVMNT,44,0,2,0,0,1,279286539,0.0,15.8
15000016,Pinellas,0.0,0.206,0.206,2350,CR-611 / MCMULLEN BO,0,0,0,0,0,0,1219206,0.0,0.0
02000074,Citrus,0.0,0.382,0.382,650,W OAKHILL ST,0,0,0,0,0,0,625344,0.0,0.0
14075000,Pasco,0.0,0.148,0.148,111500,UNDER100492/100493,23,0,0,0,0,0,41560287,0.0,55.3
14075000,Pasco,0.148,0.265,0.117,34000,SR-93 / I-275 / SB,17,0,0,0,0,0,10018593,0.0,169.7
14091000,Pasco,0.0,0.761,0.761,80000,CARPENTERS RUN,128,0,7,0,0,6,153326280,0.0,83.5
14091000,Pasco,1.487,3.729,2.242,85000,14140021 SB ON,782,0,28,0,0,25,479950545,0.0,162.9
14091000,Pasco,3.729,5.437,1.708,44500,CR-581/BRUCE B DOWNS,215,0,24,0,0,21,191421111,0.0,112.3
14140020,Pasco,0.403,0.431,0.028,12500,N/A,3,0,0,0,0,0,881475,0.0,340.3
14000096,Pasco,0.0,0.246,0.246,2400,PLEASANT PLAINS PKWY,1,0,0,0,0,0,1486922,0.0,67.3
02470002,Citrus,0.0,0.356,0.356,650,W CARDINAL ST,0,0,0,0,0,0,582781,0.0,0.0
02000066,Citrus,0.0,1.0,1.0,1400,E HAVEN ST,0,0,0,0,0,0,3525900,0.0,0.0
14140014,Pasco,0.0,0.571,0.571,4500,CR-41/BLANTON RD,0,0,0,0,0,0,6471286,0.0,0.0
14000225,Pasco,0.0,2.69,2.69,2400,SR-54,0,0,0,0,0,0,16259436,0.0,0.0
14572000,Pasco,0.0,0.422,0.422,51500,MARATHON RD,151,0,9,0,0,7,54734560,0.0,275.9
14000177,Pasco,0.0,1.445,1.445,6800,SCENIC HILLS BLVD,0,0,0,0,0,0,24746781,0.0,0.0
14000213,Pasco,0.0,3.077,3.077,9500,GUNN HWY,0,0,0,0,0,0,73619533,0.0,0.0
14510000,Pasco,12.088,14.172,2.084,8400,SR-52,39,0,2,0,0,2,44087854,0.0,88.5
14000171,Pasco,0.0,0.447,0.447,3700,ADAIR RD,0,0,0,0,0,0,4165347,0.0,0.0
14000110,Pasco,0.0,0.229,0.229,10000,CR-1LITTLE RD,62,0,1,0,0,1,5767365,0.0,1075.0
14000110,Pasco,0.229,1.421,1.192,9500,N/A,38,0,7,0,0,5,28519494,0.0,133.2
02000061,Citrus,0.0,0.874,0.874,400,0.118M S OF W WOODLA,0,0,0,0,0,0,880468,0.0,0.0
14470011,Pasco,0.0,0.281,0.281,9500,SR 589 NB,16,0,1,0,0,0,6723136,0.0,238.0
14000088,Pasco,0.0,0.513,0.513,24000,PINELLAS COUNTY LINE,61,0,6,0,0,6,31007772,0.0,196.7
14000088,Pasco,0.513,2.378,1.865,24000,RT JONES PKWY,132,0,6,0,0,4,112728060,0.0,117.1
14000088,Pasco,2.378,3.814,1.436,19000,N/A,120,0,8,0,0,8,68714754,0.0,174.6
02000031,Citrus,0.0,2.279,2.279,1900,W GREEN ACRES ST,10,0,0,0,0,0,10905357,0.0,91.7
14000244,Pasco,0.0,0.25,0.25,7400,SR-54,0,0,0,0,0,0,4659225,0.0,0.0
14140005,Pasco,0.0,0.125,0.125,8000,SR-52 EB,6,0,1,0,0,1,2518500,0.0,238.2
14000064,Pasco,0.0,1.66,1.66,2900,CR-1/LITTLE RD,20,0,4,0,0,3,12124059,0.0,165.0
02030000,Citrus,12.251,13.524,1.273,23500,W VENABLE ST,247,0,12,0,0,9,75342187,0.0,327.8
02030000,Citrus,14.648,15.09,0.442,24500,SR-44/NE 5 ST,189,0,5,0,0,3,27272837,0.0,693.0
14000204,Pasco,0.0,1.486,1.486,1850,COLONY RD,0,0,0,0,0,0,6923608,0.0,0.0
14680000,Pasco,3.124,4.592,1.468,5600,US 301,23,0,2,0,0,2,20704085,0.0,111.1
14000145,Pasco,0.0,1.842,1.842,6700,MANSFIELD BLVD,29,0,6,0,0,5,31081816,0.0,93.3
14000145,Pasco,1.842,4.855,3.013,14300,N/A,92,0,2,0,0,2,108511839,0.0,84.8
14000145,Pasco,4.855,4.937,0.082,6700,N/A,0,0,0,0,0,0,1383664,0.0,0.0
14000145,Pasco,4.937,5.477,0.54,14300,N/A,16,0,1,0,0,1,19447857,0.0,82.3
14000145,Pasco,5.477,5.883,0.406,14300,N/A,1,0,0,0,0,0,14621907,0.0,6.8
14000145,Pasco,5.883,6.141,0.258,14300,N/A,23,0,0,0,0,0,9291754,0.0,247.5
14140012,Pasco,0.0,0.103,0.103,500,CR-41/BLANTON RD,0,0,0,0,0,0,129703,0.0,0.0
14000069,Pasco,0.0,0.165,0.165,8500,CR-54,42,0,2,0,0,1,3532196,0.0,1189.1
02000019,Citrus,0.0,1.329,1.329,3800,W KELLER ST,16,0,0,0,0,0,12718929,0.0,125.8
14000197,Pasco,0.0,0.762,0.762,5000,DECUBELLIS RD,0,0,0,0,0,0,9595485,0.0,0.0
14000151,Pasco,0.0,1.055,1.055,11000,SR-54,25,0,2,0,0,2,29227192,0.0,85.5
15000015,Pinellas,0.0,0.148,0.148,3900,CR-752 / TAMPA RD,1,0,0,0,0,0,1453678,0.0,68.8
14000186,Pasco,0.0,0.467,0.467,1800,US-19,0,0,0,0,0,0,2117051,0.0,0.0
14000120,Pasco,0.0,1.936,1.936,11000,LAND O LAKES BLVD,13,0,0,0,0,0,53633976,0.0,24.2
02610000,Citrus,0.0,3.161,3.161,2200,.013 WEST OF RVRHVN,69,0,3,0,0,3,17514153,0.0,394.0
02000057,Citrus,0.0,2.685,2.685,10400,N CARIBEE PT,8,0,0,0,0,0,70326594,0.0,11.4
14470052,Pasco,0.0,0.46,0.46,2400,RIDGE RD,0,0,0,0,0,0,2780424,0.0,0.0
14000095,Pasco,0.0,0.763,0.763,3500,SR-54,49,0,0,0,0,0,6725654,0.0,728.6
14000095,Pasco,0.763,1.501,0.738,3500,MENTMORE BLVD,3,0,0,0,0,0,6505285,0.0,46.1
02530000,Citrus,0.0,6.051,6.051,650,HERNANDO COUNTY,13,0,0,0,0,0,9905638,0.0,131.2
02000018,Citrus,0.0,3.653,3.653,7900,S SUNCOAST BLVD,30,0,0,0,0,0,72680636,0.0,41.3
14140019,Pasco,0.0,0.339,0.339,14500,SR-56,7,0,0,0,0,0,12379687,0.0,56.5
14140019,Pasco,0.339,0.445,0.106,14500,N/A,1,0,1,0,0,0,3870934,0.0,25.8
02000002,Citrus,0.0,6.151,6.151,8700,US19/SR55/SUNCOAST,136,0,11,0,0,4,134774253,0.0,100.9
14000203,Pasco,0.0,0.369,0.369,1850,FOXFIRE DR,0,0,0,0,0,0,1719254,0.0,0.0
14660000,Pasco,0.0,2.339,2.339,11500,US-19/SR-55,263,0,24,0,0,18,67743872,0.0,388.2
14050300,Pasco,0.0,0.029,0.029,800,DAUGHTERY RD,0,0,0,0,0,0,58429,0.0,0.0
14050300,Pasco,0.029,0.447,0.418,1600,E PASCO PRO PARK,0,0,0,0,0,0,1684373,0.0,0.0
02000070,Citrus,0.0,0.493,0.493,3000,MONTGOMERY AVE,0,0,0,0,0,0,3724862,0.0,0.0
14070015,Pasco,0.0,0.028,0.028,6000,US-98/SR-35/SR-700,0,0,0,0,0,0,423108,0.0,0.0
14070015,Pasco,0.028,0.219,0.191,3300,N/A,4,0,0,0,0,0,1587411,0.0,252.0
14000124,Pasco,0.0,1.013,1.013,9400,CR-54,40,0,0,0,0,0,23981661,0.0,166.8
02000043,Citrus,0.0,2.298,2.298,4100,CARNEGIE DR,10,0,1,0,0,1,23728803,0.0,42.1
14140024,Pasco,0.0,1.673,1.673,34000,END OF UP 100493,134,0,9,0,0,9,143257317,0.0,93.5
14000089,Pasco,0.0,0.656,0.656,24000,TRINITY BLVD,92,0,7,0,0,5,39651264,0.0,232.0
02506000,Citrus,0.0,4.039,4.039,2500,E GOBBLER DR,51,0,2,0,0,0,25430554,0.0,200.5
14000240,Pasco,0.0,0.077,0.077,4000,BEXLEY VILLAGE DR,0,0,0,0,0,0,775698,0.0,0.0
14000240,Pasco,0.077,0.337,0.26,7500,N/A,0,0,0,0,0,0,4911075,0.0,0.0
14000240,Pasco,0.337,0.58,0.243,7500,N/A,0,0,0,0,0,0,4589966,0.0,0.0
14140000,Pasco,0.0,0.242,0.242,80000,14140007 NB OFF,3,0,1,0,0,1,48758160,0.0,6.2
14000058,Pasco,0.0,0.751,0.751,8600,US-19,70,0,1,0,0,1,16265984,0.0,430.3
14000207,Pasco,0.0,0.738,0.738,2400,FENNSBURY CT,0,0,0,0,0,0,4460767,0.0,0.0
14000127,Pasco,0.0,1.216,1.216,8500,SR-581 / BRUCE B DOW,0,0,0,0,0,0,26031216,0.0,0.0
14080000,Pasco,0.0,1.826,1.826,8800,US-301/SR-35,37,0,11,0,0,11,40469273,0.0,91.4
14520000,Pasco,0.0,2.366,2.366,3700,BELLAMY BROTHERS BLV,21,0,4,0,0,3,22047453,0.0,95.2
14520000,Pasco,10.426,11.192,0.766,4500,21 ST,88,0,8,0,0,7,8681270,0.0,1013.7
02470000,Citrus,0.0,4.329,4.329,11000,HERNANDO COUNTY LINE,0,0,0,0,0,0,119928452,0.0,0.0
02470000,Citrus,4.329,12.171,7.842,10600,N/A,0,0,0,0,0,0,209350816,0.0,0.0
02000068,Citrus,0.0,0.267,0.267,3000,S APOPKA AVE,0,0,0,0,0,0,2017318,0.0,0.0
14502000,Pasco,0.0,0.23,0.23,7000,CR-54,3,0,0,0,0,0,4054785,0.0,74.0
14000047,Pasco,0.0,0.255,0.255,3000,C AV,6,0,0,0,0,0,1926652,0.0,311.4
14000138,Pasco,0.0,0.133,0.133,24000,US-301/SR-39/GALL BL,12,0,0,0,0,0,8039052,0.0,149.3
14000138,Pasco,0.133,0.247,0.114,24000,LOWES ENT,1,0,0,0,0,0,6890616,0.0,14.5
14470014,Pasco,0.0,0.273,0.273,2100,SR 589 SB,6,0,1,0,0,1,1443856,0.0,415.6
14000072,Pasco,0.0,2.503,2.503,2400,SHINING STAR DR,19,0,1,0,0,1,15129133,0.0,125.6
02000007,Citrus,0.0,4.21,4.21,5100,W CITRUS SPRINGS BLV,33,0,2,0,0,1,54074714,0.0,61.0
02000007,Citrus,4.292,5.408,1.116,2200,W TEXACO CT,10,0,0,0,0,0,6183421,0.0,161.7
14000141,Pasco,0.0,0.521,0.521,8000,MENTMORE BLVD,4,0,0,0,0,0,10497108,0.0,38.1
14000183,Pasco,0.0,3.148,3.148,14300,SR-56,0,0,0,0,0,0,113373803,0.0,0.0
14000222,Pasco,0.0,0.45,0.45,6200,LAND O LAKES BLVD,0,0,0,0,0,0,7026615,0.0,0.0
14000176,Pasco,0.0,1.141,1.141,1800,NATURE COAST CONDO,0,0,0,0,0,0,5172495,0.0,0.0
14000118,Pasco,0.0,0.468,0.468,14500,BRUCE B DOWNS BLVD,46,0,3,0,0,3,17090541,0.0,269.2
14470004,Pasco,0.0,0.345,0.345,7500,SR 589 SB,9,0,0,0,0,0,6516619,0.0,138.1
14000077,Pasco,0.587,1.007,0.42,5300,HAPPY DAYS RV PARK,5,0,2,0,0,2,5606181,0.0,89.2
02000041,Citrus,0.0,0.455,0.455,7900,CYPRESS CIR,1,0,0,0,0,0,9052748,0.0,11.0
14140010,Pasco,0.0,0.122,0.122,750,I-75/SR-93,7,0,1,0,0,1,230443,0.0,3037.6
02040002,Citrus,0.0,0.024,0.024,9500,N FLORIDA AVE,2,0,0,0,0,0,574218,0.0,348.3
02000029,Citrus,0.0,2.113,2.113,4000,W VENABLE ST,57,0,3,0,0,1,21286362,0.0,267.8
